averageDistanceVariability,distribSd,finalTime,gravityDecay,nwClustCoef,nwComponents,nwInDegree,nwMeanFlow,nwOutDegree,overlapThreshold,relativeCost,totalCost,totalWaste,transportationCost
4.0,0.6,100.0,90.0,0.0,17.0,1.0,0.8020299999999915,1.0,0.5,1.3891575784323877,4.862051524513356,0.1979699999999999,3.5
16.0,0.6,100.0,90.0,0.0,12.0,0.96,0.7761395833333277,0.96,0.5,1.8195476687050804,6.368416840467781,0.25490599999999974,3.5
16.0,0.6,100.0,90.0,0.0,17.0,0.94,0.7677489361702059,0.94,0.5,1.6813710393015873,5.884798637555556,0.2783159999999995,3.5
8.0,0.6,100.0,90.0,0.0,13.0,0.98,0.7896591836734639,0.98,0.5,1.3667037054356912,4.783462969024918,0.22613399999999992,3.5
16.0,0.6,100.0,90.0,0.0,15.0,0.92,0.766039130434777,0.92,0.5,1.4423754948362462,5.048314231926864,0.29524399999999923,3.5
16.0,0.6,100.0,90.0,0.0,16.0,0.96,0.7945645833333271,0.96,0.5,1.8010154152739262,6.30355395345874,0.23721799999999962,3.5
8.0,0.6,100.0,90.0,0.0,12.0,1.0,0.794387999999997,1.0,0.5,1.4491308479249765,5.0719579677374185,0.20561199999999993,3.5
4.0,0.6,100.0,90.0,0.0,14.0,0.98,0.7948265306122385,0.98,0.5,1.412721660419563,4.944525811468471,0.22106999999999963,3.5
16.0,0.6,100.0,90.0,0.0,13.0,0.98,0.7842612244897889,0.98,0.5,1.4056021070342097,4.919607374619733,0.23142399999999996,3.5
8.0,0.6,100.0,90.0,0.0,16.0,0.92,0.7798239130434734,0.92,0.5,1.371745557300661,4.801109450552314,0.2825619999999992,3.5
4.0,0.6,100.0,90.0,0.0,20.0,1.0,0.7957279999999937,1.0,0.5,0.9856165442392015,3.449657904837205,0.20427199999999995,3.5
4.0,0.6,100.0,90.0,0.0,17.0,0.98,0.8081530612244852,0.98,0.5,1.1700716299843266,4.095250704945143,0.20800999999999972,3.5
8.0,0.6,100.0,90.0,0.0,13.0,0.94,0.79601276595744,0.94,0.5,1.2536726075121425,4.3878541262925,0.2517479999999997,3.5
12.0,0.6,100.0,90.0,0.0,12.0,0.96,0.7828020833333272,0.96,0.5,1.684338502659378,5.895184759307821,0.24850999999999984,3.5
16.0,0.6,100.0,90.0,0.0,13.0,0.94,0.7818702127659498,0.94,0.5,1.2406720601857602,4.34235221065016,0.2650419999999997,3.5
4.0,0.6,100.0,90.0,0.0,19.0,1.0,0.794489999999993,1.0,0.5,1.2010470270252982,4.203664594588541,0.20550999999999994,3.5
12.0,0.6,100.0,90.0,0.0,14.0,0.94,0.7818468085106324,0.94,0.5,1.138352091545844,3.984232320410453,0.2650639999999999,3.5
4.0,0.6,100.0,90.0,0.0,17.0,1.0,0.7967979999999943,1.0,0.5,1.1531639122066877,4.036073692723407,0.20320199999999997,3.5
12.0,0.6,100.0,90.0,0.0,13.0,0.96,0.7612458333333278,0.96,0.5,1.5092855274256223,5.282499345989677,0.26920399999999955,3.5
4.0,0.6,100.0,90.0,0.0,16.0,1.0,0.7901779999999938,1.0,0.5,1.2805781116607957,4.482023390812786,0.20982199999999995,3.5
12.0,0.6,100.0,90.0,0.0,12.0,0.98,0.7748183673469319,0.98,0.5,1.7541540465536023,6.139539162937607,0.2406779999999998,3.5
12.0,0.6,100.0,90.0,0.0,14.0,0.94,0.769604255319141,0.94,0.5,1.1673980151492036,4.085893053022215,0.27657199999999904,3.5
4.0,0.6,100.0,90.0,0.0,19.0,1.0,0.7986599999999927,1.0,0.5,0.8323141880061402,2.9130996580214905,0.20133999999999994,3.5
12.0,0.6,100.0,90.0,0.0,13.0,0.88,0.7900431818181762,0.88,0.5,1.3499307718414422,4.724757701445047,0.304762,3.5
8.0,0.6,100.0,90.0,0.0,15.0,1.0,0.7974899999999943,1.0,0.5,1.2089020551973293,4.231157193190653,0.20251000000000005,3.5
8.0,0.6,100.0,90.0,0.0,13.0,1.0,0.7933699999999946,1.0,0.5,1.0602019800833784,3.7107069302918254,0.20662999999999992,3.5
8.0,0.6,100.0,90.0,0.0,16.0,0.94,0.784423404255314,0.94,0.5,1.3135986211871606,4.597595174155061,0.2626419999999995,3.5
8.0,0.6,100.0,90.0,0.0,17.0,1.0,0.7920119999999943,1.0,0.5,1.4377591034000319,5.032156861900114,0.207988,3.5
12.0,0.6,100.0,90.0,0.0,12.0,0.98,0.7876204081632584,0.98,0.5,1.465412503274584,5.128943761461046,0.22813200000000003,3.5
16.0,0.6,100.0,90.0,0.0,14.0,0.96,0.7724187499999929,0.96,0.5,1.3795048791098679,4.8282670768845355,0.25847799999999976,3.5
8.0,0.6,100.0,90.0,0.0,13.0,1.0,0.7734559999999925,1.0,0.5,1.2329585278688575,4.315354847540999,0.2265439999999998,3.5
4.0,0.6,100.0,90.0,0.0,18.0,0.98,0.8092530612244837,0.98,0.5,1.1631187406481323,4.070915592268465,0.20693199999999998,3.5
0.0,0.6,100.0,90.0,0.0,19.0,1.0,0.8443059999999915,1.0,0.5,1.2090144896230064,4.231550713680522,0.15569400000000008,3.5
0.0,0.6,100.0,90.0,0.0,22.0,1.0,0.8427219999999932,1.0,0.5,1.0795728215531242,3.7785048754359343,0.15727800000000014,3.5
0.0,0.6,100.0,90.0,0.0,18.0,1.0,0.842701999999993,1.0,0.5,1.1150916922419158,3.9028209228467055,0.15729800000000016,3.5
0.0,0.6,100.0,90.0,0.0,18.0,1.0,0.8454319999999922,1.0,0.5,1.310574285910873,4.587010000688053,0.15456800000000015,3.5
0.0,0.6,100.0,90.0,0.0,18.0,1.0,0.8444559999999948,1.0,0.5,1.44611681168918,5.061408840912133,0.15554400000000015,3.5
0.0,0.6,100.0,90.0,0.0,22.0,1.0,0.8468239999999946,1.0,0.5,0.8803851993789755,3.0813481978264154,0.15317600000000015,3.5
0.0,0.6,100.0,90.0,0.0,20.0,1.0,0.838767999999995,1.0,0.5,1.0762208878225226,3.7667731073788286,0.16123200000000013,3.5
0.0,0.6,100.0,90.0,0.0,18.0,1.0,0.8453659999999934,1.0,0.5,1.1078653095709519,3.8775285834983304,0.15463400000000005,3.5
0.0,0.6,100.0,90.0,0.0,24.0,1.0,0.8442399999999917,1.0,0.5,0.8320303799502127,2.912106329825744,0.15576000000000004,3.5
0.0,0.6,100.0,90.0,0.0,17.0,1.0,0.8434939999999922,1.0,0.5,1.2626514969734073,4.419280239406925,0.15650600000000003,3.5
20.0,0.6,100.0,90.0,0.0,10.0,0.94,0.788808510638292,0.94,0.5,3.157322268437264,1.5786611342186323,0.25852,0.5
20.0,0.6,100.0,90.0,0.0,13.0,0.98,0.778691836734689,0.98,0.5,3.6755466898456883,1.8377733449228437,0.23688199999999987,0.5
20.0,0.6,100.0,90.0,0.0,8.0,0.98,0.8112102040816281,0.98,0.5,3.4229667971667013,1.7114833985833509,0.20501399999999997,0.5
20.0,0.6,100.0,90.0,0.0,8.0,0.98,0.7981551020408096,0.98,0.5,4.094308559430782,2.0471542797153908,0.2178079999999999,0.5
20.0,0.6,100.0,90.0,0.0,11.0,0.96,0.7997208333333293,0.96,0.5,3.4953798159394545,1.747689907969727,0.23226800000000009,0.5
16.0,0.6,100.0,90.0,0.0,11.0,0.94,0.7834191489361626,0.94,0.5,3.106271239001472,1.5531356195007362,0.26358599999999904,0.5
20.0,0.6,100.0,90.0,0.0,9.0,0.96,0.8082833333333279,0.96,0.5,3.9944929094734425,1.9972464547367212,0.2240479999999999,0.5
16.0,0.6,100.0,90.0,0.0,9.0,0.98,0.8001979591836662,0.98,0.5,4.222473376726003,2.111236688363001,0.2158059999999997,0.5
20.0,0.6,100.0,90.0,0.0,12.0,0.98,0.8025448979591783,0.98,0.5,2.9208331953905784,1.4604165976952896,0.21350600000000008,0.5
20.0,0.6,100.0,90.0,0.0,11.0,0.92,0.8392565217391234,0.92,0.5,3.258949841817116,1.6294749209085573,0.22788399999999898,0.5
20.0,0.6,100.0,90.0,0.0,9.0,0.98,0.805342857142852,0.98,0.5,4.737525749709556,2.3687628748547778,0.21076399999999976,0.5
20.0,0.6,100.0,90.0,0.0,12.0,0.92,0.8336065217391248,0.92,0.5,2.665597102276811,1.332798551138406,0.2330819999999994,0.5
16.0,0.6,100.0,90.0,0.0,10.0,0.98,0.8115530612244833,0.98,0.5,2.0676697516614593,1.0338348758307296,0.2046780000000001,0.5
16.0,0.6,100.0,90.0,0.0,13.0,0.96,0.8038145833333267,0.96,0.5,3.304879360923523,1.6524396804617614,0.22833799999999968,0.5
16.0,0.6,100.0,90.0,0.0,10.0,0.92,0.8062456521739066,0.92,0.5,2.994580350766844,1.4972901753834218,0.2582539999999989,0.5
16.0,0.6,100.0,90.0,0.0,11.0,0.94,0.7960085106382914,0.94,0.5,3.4405241572570113,1.7202620786285054,0.2517519999999996,0.5
16.0,0.6,100.0,90.0,0.0,12.0,0.92,0.8010478260869485,0.92,0.5,2.638539503494971,1.3192697517474858,0.2630359999999999,0.5
16.0,0.6,100.0,90.0,0.0,11.0,0.9,0.8044844444444386,0.9,0.5,3.4533308712470094,1.7266654356235045,0.27596399999999877,0.5
12.0,0.6,100.0,90.0,0.0,15.0,1.0,0.8089499999999932,1.0,0.5,2.597380717789334,1.2986903588946674,0.19105000000000005,0.5
16.0,0.6,100.0,90.0,0.0,10.0,0.94,0.8307553191489314,0.94,0.5,2.9688011006160946,1.4844005503080473,0.21908999999999992,0.5
12.0,0.6,100.0,90.0,0.0,12.0,0.98,0.8196755102040753,0.98,0.5,3.4160193221724615,1.7080096610862303,0.19671800000000006,0.5
16.0,0.6,100.0,90.0,0.0,7.0,1.0,0.8014639999999938,1.0,0.5,3.9402141718171926,1.9701070859085967,0.19853599999999985,0.5
12.0,0.6,100.0,90.0,0.0,13.0,1.0,0.8090879999999945,1.0,0.5,2.547800696888717,1.2739003484443585,0.19091199999999994,0.5
12.0,0.6,100.0,90.0,0.0,13.0,0.96,0.787349999999993,0.96,0.5,2.2840882072582227,1.1420441036291114,0.24414399999999958,0.5
12.0,0.6,100.0,90.0,0.0,8.0,0.96,0.8190624999999941,0.96,0.5,3.53543881397968,1.7677194069898399,0.21370000000000006,0.5
12.0,0.6,100.0,90.0,0.0,12.0,0.92,0.8243869565217338,0.92,0.5,2.8792902457975407,1.4396451228987708,0.24156399999999983,0.5
8.0,0.6,100.0,90.0,0.0,9.0,0.96,0.8164749999999925,0.96,0.5,2.6199731587207027,1.3099865793603513,0.21618399999999993,0.5
12.0,0.6,100.0,90.0,0.0,9.0,0.96,0.8162624999999916,0.96,0.5,3.786106639476889,1.8930533197384438,0.21638799999999989,0.5
12.0,0.6,100.0,90.0,0.0,11.0,1.0,0.7985659999999914,1.0,0.5,2.9160855446100618,1.4580427723050309,0.20143399999999986,0.5
8.0,0.6,100.0,90.0,0.0,10.0,1.0,0.8063759999999934,1.0,0.5,2.3241439782626103,1.1620719891313052,0.1936239999999999,0.5
12.0,0.6,100.0,90.0,0.0,8.0,0.98,0.816051020408156,0.98,0.5,2.8481820922028365,1.4240910461014185,0.20026999999999973,0.5
8.0,0.6,100.0,90.0,0.0,12.0,1.0,0.8171659999999941,1.0,0.5,2.7335084455044405,1.3667542227522205,0.18283400000000005,0.5
12.0,0.6,100.0,90.0,0.0,9.0,0.94,0.8002021276595682,0.94,0.5,3.2244498530141676,1.6122249265070836,0.24781000000000009,0.5
8.0,0.6,100.0,90.0,0.0,10.0,0.98,0.8106020408163214,0.98,0.5,2.9791511329369396,1.4895755664684696,0.20560999999999993,0.5
8.0,0.6,100.0,90.0,0.0,14.0,0.98,0.7976183673469327,0.98,0.5,2.3633525868235554,1.1816762934117777,0.21833399999999992,0.5
8.0,0.6,100.0,90.0,0.0,9.0,0.98,0.8116959183673408,0.98,0.5,2.4553773556082503,1.2276886778041247,0.20453799999999991,0.5
8.0,0.6,100.0,90.0,0.0,9.0,0.96,0.7812604166666608,0.96,0.5,2.779910121441795,1.3899550607208968,0.24999000000000002,0.5
8.0,0.6,100.0,90.0,0.0,10.0,0.96,0.8137458333333257,0.96,0.5,2.634264288224082,1.3171321441120412,0.21880399999999997,0.5
8.0,0.6,100.0,90.0,0.0,12.0,0.98,0.8086204081632583,0.98,0.5,1.6275216827553731,0.8137608413776867,0.20755199999999996,0.5
8.0,0.6,100.0,90.0,0.0,13.0,0.96,0.8078499999999941,0.96,0.5,1.7041104739669908,0.8520552369834952,0.22446400000000008,0.5
4.0,0.6,100.0,90.0,0.0,9.0,1.0,0.8164439999999924,1.0,0.5,2.9233837876734645,1.461691893836732,0.18355599999999989,0.5
4.0,0.6,100.0,90.0,0.0,12.0,1.0,0.816415999999993,1.0,0.5,2.5441219393652363,1.2720609696826182,0.1835839999999999,0.5
4.0,0.6,100.0,90.0,0.0,10.0,0.98,0.8136306122448911,0.98,0.5,1.9154126405111984,0.957706320255599,0.20264199999999988,0.5
4.0,0.6,100.0,90.0,0.0,10.0,0.98,0.8190816326530551,0.98,0.5,2.086014621772485,1.0430073108862428,0.1973000000000001,0.5
4.0,0.6,100.0,90.0,0.0,12.0,1.0,0.8233119999999927,1.0,0.5,2.0749627948543026,1.037481397427151,0.17668800000000007,0.5
4.0,0.6,100.0,90.0,0.0,13.0,1.0,0.8172019999999957,1.0,0.5,2.0885405526720553,1.0442702763360274,0.18279800000000013,0.5
4.0,0.6,100.0,90.0,0.0,13.0,0.98,0.8071122448979537,0.98,0.5,1.986180350843381,0.9930901754216906,0.20903000000000005,0.5
4.0,0.6,100.0,90.0,0.0,19.0,1.0,0.8238219999999942,1.0,0.5,1.4629557391141361,0.7314778695570684,0.17617800000000014,0.5
4.0,0.6,100.0,90.0,0.0,11.0,1.0,0.8131899999999936,1.0,0.5,2.4938224427764237,1.2469112213882119,0.1868100000000001,0.5
4.0,0.6,100.0,90.0,0.0,10.0,0.98,0.8134959183673413,0.98,0.5,1.712769883043818,0.856384941521909,0.20277399999999965,0.5
0.0,0.6,100.0,90.0,0.0,18.0,1.0,0.8453139999999945,1.0,0.5,1.4191104793110827,0.7095552396555418,0.15468600000000016,0.5
0.0,0.6,100.0,90.0,0.0,16.0,1.0,0.8488719999999955,1.0,0.5,1.1754138282158666,0.5877069141079335,0.15112800000000004,0.5
0.0,0.6,100.0,90.0,0.0,18.0,1.0,0.8454319999999917,1.0,0.5,1.544475051567047,0.7722375257835233,0.1545680000000001,0.5
0.0,0.6,100.0,90.0,0.0,20.0,1.0,0.8452019999999911,1.0,0.5,1.2312659998818496,0.6156329999409248,0.15479800000000005,0.5
0.0,0.6,100.0,90.0,0.0,19.0,1.0,0.8446799999999939,1.0,0.5,1.0253786629703345,0.5126893314851674,0.15532000000000018,0.5
0.0,0.6,100.0,90.0,0.0,12.0,1.0,0.8396839999999937,1.0,0.5,2.218285323222612,1.109142661611306,0.16031600000000013,0.5
0.0,0.6,100.0,90.0,0.0,14.0,1.0,0.8332859999999931,1.0,0.5,1.8289997098483084,0.9144998549241544,0.16671400000000008,0.5
20.0,0.6,100.0,90.0,0.0,16.0,1.0,0.7692999999999942,1.0,0.4,1.5630842175560313,5.4707947614461085,0.23069999999999966,3.5
0.0,0.6,100.0,90.0,0.0,18.0,1.0,0.8434459999999927,1.0,0.5,1.3160700416973945,0.658035020848697,0.1565540000000001,0.5
20.0,0.6,100.0,90.0,0.0,12.0,0.96,0.786791666666662,0.96,0.4,1.5940989579635332,5.579346352872363,0.2446799999999998,3.5
0.0,0.6,100.0,90.0,0.0,15.0,1.0,0.840479999999993,1.0,0.5,1.5496692627683029,0.7748346313841514,0.15952000000000008,0.5
20.0,0.6,100.0,90.0,0.0,14.0,0.94,0.7512063829787186,0.94,0.4,1.5027668859089502,5.2596841006813255,0.2938659999999991,3.5
20.0,0.6,100.0,90.0,0.0,15.0,0.92,0.7963891304347783,0.92,0.4,1.5207923673546946,5.322773285741429,0.2673219999999994,3.5
20.0,0.6,100.0,90.0,0.0,11.0,0.94,0.7689489361702078,0.94,0.4,1.7996405827272859,6.298742039545501,0.2771879999999996,3.5
20.0,0.6,100.0,90.0,0.0,24.0,0.62,0.8048483870967675,0.62,0.4,0.778202375532531,2.7237083143638587,0.5009939999999983,3.5
20.0,0.6,100.0,90.0,0.0,10.0,0.98,0.738036734693873,0.98,0.4,1.53542708459816,5.37399479609356,0.2767239999999997,3.5
20.0,0.6,100.0,90.0,0.0,14.0,0.96,0.7626145833333288,0.96,0.4,1.3694377644607578,4.7930321756126535,0.26788999999999974,3.5
16.0,0.6,100.0,90.0,0.0,13.0,0.96,0.7591374999999928,0.96,0.4,1.4148061060693742,4.95182137124281,0.2712279999999996,3.5
16.0,0.6,100.0,90.0,0.0,11.0,0.98,0.7645367346938726,0.98,0.4,1.5847340919349262,5.5465693217722425,0.25075399999999987,3.5
0.0,0.6,100.0,90.0,0.0,19.0,1.0,0.8462639999999955,1.0,0.5,1.1974789773989412,0.5987394886994707,0.15373600000000018,0.5
20.0,0.6,100.0,90.0,0.0,10.0,1.0,0.7624119999999952,1.0,0.4,1.5269486166015462,5.344320158105413,0.2375879999999999,3.5
12.0,0.6,100.0,90.0,0.0,11.0,0.92,0.7725521739130362,0.92,0.4,1.181985744027691,4.136950104096919,0.2892519999999996,3.5
