averageDistanceVariability,distribSd,finalTime,gravityDecay,nwClustCoef,nwComponents,nwInDegree,nwMeanFlow,nwOutDegree,overlapThreshold,relativeCost,totalCost,totalWaste,transportationCost
15.0,0.1,100.0,10.0,0.0,11.0,0.98,0.5877428571428566,0.98,0.0,1.3331057472138352,4.665870115248423,0.42401199999999967,3.5
15.0,0.1,100.0,10.0,0.0,13.0,0.98,0.5972775510204075,0.98,0.0,1.466054839812097,5.131191939342341,0.41466799999999965,3.5
15.0,0.1,100.0,10.0,0.0,26.0,0.58,0.6905793103448268,0.58,0.0,0.7225578327312939,2.5289524145595275,0.5994639999999989,3.5
15.0,0.1,100.0,10.0,0.0,24.0,0.62,0.7368064516129021,0.62,0.0,0.770269218803894,2.6959422658136294,0.5431799999999991,3.5
15.0,0.1,100.0,10.0,0.0,10.0,1.04,0.5730576923076914,1.04,0.0,1.4358259776973572,5.025390921940751,0.40401999999999944,3.5
15.0,0.1,100.0,10.0,0.0,11.0,0.96,0.5998458333333324,0.96,0.0,1.1721798325666022,4.102629413983107,0.42414799999999964,3.5
15.0,0.1,100.0,10.0,0.0030303030303030303,9.0,1.1,0.6073727272727267,1.1,0.0,1.9735565571655578,6.907447950079451,0.33188999999999974,3.5
15.0,0.1,100.0,10.0,0.0,13.0,0.9,0.596948888888888,0.9,0.0,1.28249451354296,4.48873079740036,0.46274599999999944,3.5
15.0,0.1,100.0,10.0,0.00909090909090909,12.0,1.04,0.5829769230769226,1.04,0.0,1.4545431119509302,5.090900891828255,0.39370399999999933,3.5
15.0,0.1,100.0,10.0,0.01818181818181818,10.0,1.02,0.6373725490196072,1.02,0.0,1.7986748082357655,6.295361828825182,0.3498799999999997,3.5
15.0,0.1,100.0,10.0,0.012121212121212121,8.0,1.16,0.5723551724137924,1.16,0.0,1.480875883043359,5.183065590651755,0.3360679999999998,3.5
15.0,0.1,100.0,10.0,0.0,12.0,0.98,0.6244530612244892,0.98,0.0,1.5728238439027562,5.504883453659648,0.38803599999999977,3.5
15.0,0.1,100.0,10.0,0.0,9.0,1.08,0.6355629629629624,1.08,0.0,1.520147568335144,5.320516489173003,0.31359199999999965,3.5
15.0,0.1,100.0,10.0,0.0,23.0,0.64,0.7817343749999993,0.64,0.0,0.8515511569921148,2.9804290494724013,0.4996899999999996,3.5
15.0,0.1,100.0,10.0,0.0,14.0,1.02,0.5891235294117643,1.02,0.0,1.2893639635555039,4.5127738724442645,0.3990939999999996,3.5
15.0,0.1,100.0,10.0,0.00909090909090909,12.0,1.14,0.5577368421052625,1.14,0.0,1.8397254010891881,6.439038903812157,0.3641799999999997,3.5
15.0,0.1,100.0,10.0,0.0,26.0,0.58,0.7576172413793093,0.58,0.0,1.04272780827044,3.6495473289465408,0.5605819999999992,3.5
15.0,0.1,100.0,10.0,0.0,23.0,0.64,0.7798562499999995,0.64,0.0,0.7725505767613993,2.703927018664896,0.5008919999999993,3.5
15.0,0.1,100.0,10.0,0.02727272727272727,10.0,1.08,0.587568518518518,1.08,0.0,1.6590754230602553,5.806763980710892,0.3654259999999998,3.5
15.0,0.1,100.0,10.0,0.0,23.0,0.64,0.7419468749999992,0.64,0.0,1.2534942237154922,4.387229783004221,0.5251539999999993,3.5
15.0,0.1,100.0,10.0,0.01818181818181818,8.0,1.12,0.5614678571428565,1.12,0.0,1.5774165215610592,5.5209578254637055,0.37115599999999965,3.5
11.0,0.1,100.0,10.0,0.0,9.0,1.1,0.5618709090909083,1.1,0.0,1.3598771863916181,0.679938593195809,0.3819419999999999,0.5
11.0,0.1,100.0,10.0,0.00909090909090909,7.0,1.12,0.5142499999999995,1.12,0.0,2.0089687571710253,1.0044843785855126,0.4240399999999994,0.5
11.0,0.1,100.0,10.0,0.024242424242424242,7.0,1.3,0.5039261538461531,1.3,0.0,2.3983324939665285,1.1991662469832647,0.34489599999999976,0.5
11.0,0.1,100.0,10.0,0.03636363636363636,6.0,1.9,0.4510136842105258,1.9,0.0,2.605974599786619,1.3029872998933096,0.1430739999999999,0.5
11.0,0.1,100.0,10.0,0.01818181818181818,6.0,1.42,0.510911267605633,1.42,0.0,1.8317091871816449,0.9158545935908221,0.27450600000000003,0.5
11.0,0.1,100.0,10.0,0.0303030303030303,7.0,1.56,0.4663525641025633,1.56,0.0,2.1896716836112122,1.094835841805606,0.2724899999999999,0.5
11.0,0.1,100.0,10.0,0.0,8.0,1.18,0.5382440677966097,1.18,0.0,1.5011349692686335,0.7505674846343171,0.36487199999999964,0.5
11.0,0.1,100.0,10.0,0.00909090909090909,9.0,1.14,0.5526333333333328,1.14,0.0,1.7991804611909734,0.8995902305954865,0.3699979999999997,0.5
11.0,0.1,100.0,10.0,0.04545454545454545,7.0,1.56,0.42966538461538434,1.56,0.0,1.9252382727926716,0.962619136396336,0.32972199999999974,0.5
11.0,0.1,100.0,10.0,0.06363636363636363,8.0,1.66,0.40538795180722864,1.66,0.0,1.7617369070519964,0.8808684535259985,0.3270559999999999,0.5
11.0,0.1,100.0,10.0,0.06060606060606061,8.0,1.6,0.45459999999999934,1.6,0.0,1.7242141106596296,0.8621070553298154,0.27263999999999977,0.5
11.0,0.1,100.0,10.0,0.0,11.0,1.14,0.5645859649122799,1.14,0.0,1.7140071730782283,0.8570035865391147,0.35637199999999986,0.5
11.0,0.1,100.0,10.0,0.03939393939393939,7.0,1.48,0.5033945945945941,1.48,0.0,2.3440433161163012,1.1720216580581504,0.25497599999999987,0.5
11.0,0.1,100.0,10.0,0.06060606060606061,7.0,1.62,0.42327037037036996,1.62,0.0,1.6320486261225537,0.8160243130612768,0.31430199999999986,0.5
11.0,0.1,100.0,10.0,0.010606060606060607,6.0,1.64,0.46392682926829243,1.64,0.0,2.4138522135690588,1.206926106784529,0.23915999999999993,0.5
11.0,0.1,100.0,10.0,0.01515151515151515,6.0,1.66,0.42545301204819247,1.66,0.0,1.8699979003257075,0.9349989501628537,0.293748,0.5
11.0,0.1,100.0,10.0,0.0030303030303030303,10.0,1.14,0.5607561403508765,1.14,0.0,1.495526161206274,0.747763080603137,0.3607379999999998,0.5
11.0,0.1,100.0,10.0,0.02727272727272727,8.0,1.56,0.4644166666666662,1.56,0.0,2.2981493164313567,1.1490746582156777,0.27550999999999976,0.5
11.0,0.1,100.0,10.0,0.03636363636363636,6.0,1.54,0.4329766233766229,1.54,0.0,2.0427259919342298,1.021362995967115,0.3332159999999999,0.5
11.0,0.1,100.0,10.0,0.05151515151515151,7.0,1.62,0.3990012345679006,1.62,0.0,1.8195020089233342,0.909751004461667,0.35361799999999977,0.5
11.0,0.1,100.0,10.0,0.0,7.0,1.12,0.5978892857142849,1.12,0.0,1.974096327013447,0.9870481635067238,0.3303639999999999,0.5
11.0,0.1,100.0,10.0,0.00909090909090909,7.0,1.2,0.5272633333333326,1.2,0.0,1.740370916949959,0.8701854584749795,0.36728399999999967,0.5
12.0,0.1,100.0,10.0,0.0,10.0,1.06,0.555035849056603,1.06,0.125,1.579178915042751,5.5271262026496295,0.4116619999999996,3.5
12.0,0.1,100.0,10.0,0.0,23.0,0.64,0.6888624999999989,0.64,0.125,1.1250328918698755,3.937615121544564,0.5591279999999994,3.5
12.0,0.1,100.0,10.0,0.01818181818181818,11.0,1.1,0.6184581818181809,1.1,0.125,1.4544926021765716,5.0907241076180005,0.31969599999999987,3.5
12.0,0.1,100.0,10.0,0.0,10.0,1.02,0.5942058823529404,1.02,0.125,1.2823592575331473,4.488257401366015,0.39390999999999976,3.5
12.0,0.1,100.0,10.0,0.01818181818181818,8.0,1.08,0.5932388888888882,1.08,0.125,1.5235141412922073,5.332299494522726,0.3593019999999999,3.5
12.0,0.1,100.0,10.0,0.0,23.0,0.64,0.7050874999999988,0.64,0.125,1.2212002626388774,4.274200919236068,0.5487439999999992,3.5
12.0,0.1,100.0,10.0,0.01818181818181818,11.0,1.0,0.6733239999999993,1.0,0.125,1.726715390460861,6.043503866613015,0.32667599999999986,3.5
12.0,0.1,100.0,10.0,0.0,22.0,0.66,0.7423454545454535,0.66,0.125,0.9693884717746987,3.3928596512114457,0.5100519999999995,3.5
12.0,0.1,100.0,10.0,0.00909090909090909,13.0,1.06,0.6371962264150938,1.06,0.125,1.4465537415765457,5.06293809551791,0.3245719999999998,3.5
12.0,0.1,100.0,10.0,0.00909090909090909,10.0,1.0,0.5787599999999992,1.0,0.125,1.3104728734163638,4.586655056957272,0.4212399999999995,3.5
12.0,0.1,100.0,10.0,0.0,10.0,0.98,0.6511551020408157,0.98,0.125,1.5260078427165524,5.341027449507933,0.3618679999999996,3.5
12.0,0.1,100.0,10.0,0.0,21.0,0.68,0.6978705882352929,0.68,0.125,1.2785447817178546,4.474906736012491,0.5254479999999997,3.5
12.0,0.1,100.0,10.0,0.0,22.0,0.66,0.7451181818181807,0.66,0.125,1.0224116429856438,3.5784407504497526,0.5082219999999993,3.5
12.0,0.1,100.0,10.0,0.0,23.0,0.64,0.7363749999999988,0.64,0.125,1.062628555134924,3.7191999429722338,0.5287199999999992,3.5
12.0,0.1,100.0,10.0,0.0,25.0,0.6,0.6841633333333325,0.6,0.125,0.9735462268396139,3.407411793938648,0.5895019999999996,3.5
12.0,0.1,100.0,10.0,0.0,8.0,1.1,0.6115890909090904,1.1,0.125,1.9726882364100378,6.904408827435135,0.32725199999999965,3.5
12.0,0.1,100.0,10.0,0.0,23.0,0.64,0.7690781249999992,0.64,0.125,1.475302153449987,5.163557537074955,0.5077899999999999,3.5
12.0,0.1,100.0,10.0,0.0,21.0,0.68,0.6752382352941172,0.68,0.125,0.9056332438609169,3.1697163535132087,0.5408379999999995,3.5
12.0,0.1,100.0,10.0,0.0,13.0,1.02,0.6505960784313718,1.02,0.125,1.5128918572817813,5.2951215004862355,0.3363919999999996,3.5
12.0,0.1,100.0,10.0,0.0,23.0,0.64,0.7708874999999993,0.64,0.125,0.95207806398543,3.332273223949006,0.5066319999999994,3.5
12.0,0.1,100.0,10.0,0.0,23.0,0.64,0.7367749999999992,0.64,0.125,1.2066831860605396,4.223391151211888,0.5284639999999993,3.5
12.0,0.1,100.0,10.0,0.00909090909090909,7.0,1.24,0.5989499999999992,1.24,0.125,2.0672349776002563,7.235322421600896,0.2573019999999998,3.5
12.0,0.1,100.0,10.0,0.0,22.0,0.66,0.7350757575757567,0.66,0.125,1.152562633183277,4.03396921614147,0.5148499999999995,3.5
12.0,0.1,100.0,10.0,0.0,25.0,0.6,0.7360966666666656,0.6,0.125,1.0383878435390526,3.634357452386682,0.5583419999999993,3.5
12.0,0.1,100.0,10.0,0.0,26.0,0.58,0.7597689655172404,0.58,0.125,0.8681120446195041,3.038392156168264,0.5593339999999994,3.5
12.0,0.1,100.0,10.0,0.0,23.0,0.64,0.749109374999999,0.64,0.125,1.014723248245773,3.5515313688602057,0.5205699999999995,3.5
12.0,0.1,100.0,10.0,0.00909090909090909,13.0,0.98,0.6256836734693869,0.98,0.125,1.261612854802206,4.4156449918077225,0.3868299999999995,3.5
12.0,0.1,100.0,10.0,0.0,9.0,1.04,0.6055269230769221,1.04,0.125,1.4864332984514497,5.202516544580076,0.37025199999999997,3.5
15.0,0.1,100.0,10.0,0.0,10.0,1.06,0.5928641509433954,1.06,0.0,1.3646929409704844,4.776425293396698,0.3715639999999997,3.5
15.0,0.1,100.0,10.0,0.0,12.0,0.94,0.6448148936170207,0.94,0.0,1.77112145907339,6.198925106756861,0.3938739999999998,3.5
15.0,0.1,100.0,10.0,0.0030303030303030303,13.0,1.04,0.5661980769230766,1.04,0.0,1.530038602516599,5.3551351088080965,0.4111539999999998,3.5
15.0,0.1,100.0,10.0,0.01818181818181818,11.0,1.0,0.6186359999999993,1.0,0.0,1.7611962405781285,6.164186842023449,0.38136399999999976,3.5
15.0,0.1,100.0,10.0,0.0,24.0,0.62,0.8019999999999994,0.62,0.0,1.3798748030641421,4.829561810724497,0.5027599999999994,3.5
15.0,0.1,100.0,10.0,0.0,25.0,0.6,0.6833833333333328,0.6,0.0,0.7772331056655968,2.720315869829589,0.5899699999999996,3.5
15.0,0.1,100.0,10.0,0.00909090909090909,9.0,1.0,0.6513379999999992,1.0,0.0,1.705812208831364,5.970342730909777,0.3486619999999998,3.5
15.0,0.1,100.0,10.0,0.00909090909090909,11.0,1.04,0.5930346153846148,1.04,0.0,1.2839806464216306,4.493932262475708,0.38324399999999975,3.5
15.0,0.1,100.0,10.0,0.0,26.0,0.58,0.7669172413793096,0.58,0.0,1.1808685755432695,4.133040014401443,0.5551879999999992,3.5
15.0,0.1,100.0,10.0,0.0,8.0,1.1,0.5934745454545447,1.1,0.0,1.8969785560711365,6.639424946248979,0.3471779999999998,3.5
15.0,0.1,100.0,10.0,0.00909090909090909,11.0,1.1,0.6477454545454543,1.1,0.0,1.8984271227046534,6.644494929466286,0.28747999999999985,3.5
15.0,0.1,100.0,10.0,0.00909090909090909,18.0,0.78,0.7260076923076917,0.78,0.0,1.5127938757338786,5.294778565068576,0.4337139999999996,3.5
15.0,0.1,100.0,10.0,0.0,24.0,0.62,0.7851032258064506,0.62,0.0,1.2379337763753169,4.3327682173136095,0.5132359999999995,3.5
15.0,0.1,100.0,10.0,0.0,24.0,0.62,0.7048322580645153,0.62,0.0,1.297919428575957,4.542718000015848,0.5630039999999997,3.5
15.0,0.1,100.0,10.0,0.0,24.0,0.62,0.730532258064515,0.62,0.0,1.1353784840112748,3.9738246940394624,0.5470699999999993,3.5
15.0,0.1,100.0,10.0,0.00909090909090909,13.0,1.04,0.5792519230769225,1.04,0.0,1.3682024801851278,4.7887086806479475,0.39757799999999976,3.5
15.0,0.1,100.0,10.0,0.0,25.0,0.6,0.6726533333333322,0.6,0.0,0.7723998509974318,2.7033994784910105,0.5964079999999994,3.5
15.0,0.1,100.0,10.0,0.0,22.0,0.66,0.6583242424242414,0.66,0.0,0.8486489623224449,2.970271368128558,0.5655059999999996,3.5
15.0,0.1,100.0,10.0,0.0,9.0,1.02,0.5869627450980385,1.02,0.0,1.3896059543786647,4.863620840325327,0.40129799999999977,3.5
15.0,0.1,100.0,10.0,0.00909090909090909,9.0,1.1,0.5864836363636359,1.1,0.0,1.4618346182802953,5.116421163981035,0.35486799999999974,3.5
15.0,0.1,100.0,10.0,0.02727272727272727,8.0,1.3,0.4982123076923074,1.3,0.0,1.457115897283378,5.099905640491823,0.35232399999999964,3.5
15.0,0.1,100.0,10.0,0.0,11.0,1.08,0.6393629629629625,1.08,0.0,1.8396142323253482,6.438649813138718,0.30948799999999976,3.5
15.0,0.1,100.0,10.0,0.0,10.0,1.06,0.6429754716981121,1.06,0.0,1.3632007183814712,4.771202514335153,0.3184459999999998,3.5
15.0,0.1,100.0,10.0,0.0,9.0,1.02,0.6350843137254895,1.02,0.0,1.9039716263984894,6.663900692394712,0.3522139999999997,3.5
15.0,0.1,100.0,10.0,0.0,22.0,0.66,0.7200969696969691,0.66,0.0,1.270377959234008,4.446322857319026,0.5247359999999996,3.5
15.0,0.1,100.0,10.0,0.0,23.0,0.64,0.641546874999999,0.64,0.0,0.7897951487310627,2.7642830205587186,0.589409999999999,3.5
15.0,0.1,100.0,10.0,0.00909090909090909,10.0,1.06,0.6099245283018861,1.06,0.0,1.3891340074639058,4.861969026123672,0.3534799999999998,3.5
2.0,0.1,100.0,10.0,0.0393939393939394,8.0,1.66,0.4516409638554211,1.66,0.025,1.786805669798673,0.8934028348993367,0.25027599999999994,0.5
2.0,0.1,100.0,10.0,0.07121212121212121,8.0,1.86,0.44872258064516085,1.86,0.025,2.3757982180339523,1.1878991090169762,0.1653759999999999,0.5
2.0,0.1,100.0,10.0,0.03939393939393939,8.0,1.64,0.49252317073170676,1.64,0.025,1.968032736827054,0.9840163684135272,0.192262,0.5
2.0,0.1,100.0,10.0,0.07575757575757575,8.0,1.76,0.45893522727272645,1.76,0.025,2.288436440712725,1.1442182203563627,0.19227399999999986,0.5
2.0,0.1,100.0,10.0,0.08333333333333334,8.0,1.98,0.4335848484848477,1.98,0.025,1.9576798589770794,0.9788399294885399,0.14150199999999993,0.5
2.0,0.1,100.0,10.0,0.08484848484848485,8.0,1.82,0.45295604395604344,1.82,0.025,1.8621176677108073,0.9310588338554036,0.17561999999999997,0.5
2.0,0.1,100.0,10.0,0.09121212121212123,7.0,1.94,0.43038350515463863,1.94,0.025,1.4114524288737484,0.7057262144368741,0.16505599999999995,0.5
2.0,0.1,100.0,10.0,0.042121212121212115,8.0,1.94,0.4319876288659789,1.94,0.025,1.8271270630820733,0.9135635315410363,0.16194400000000006,0.5
2.0,0.1,100.0,10.0,0.07757575757575758,9.0,1.9,0.4573021052631573,1.9,0.025,1.6954872179839329,0.8477436089919668,0.13112599999999996,0.5
2.0,0.1,100.0,10.0,0.08272727272727272,8.0,1.96,0.42565612244897927,1.96,0.025,1.67416728603462,0.83708364301731,0.165714,0.5
2.0,0.1,100.0,10.0,0.050303030303030294,7.0,1.96,0.4335530612244892,1.96,0.025,1.8486550998362064,0.924327549918103,0.15023600000000004,0.5
2.0,0.1,100.0,10.0,0.10606060606060605,8.0,1.86,0.42904731182795625,1.86,0.025,1.5708474202593588,0.7854237101296793,0.201972,0.5
2.0,0.1,100.0,10.0,0.10454545454545454,8.0,1.92,0.44898020833333274,1.92,0.025,1.4807487051049404,0.7403743525524701,0.137958,0.5
2.0,0.1,100.0,10.0,0.07636363636363637,7.0,1.92,0.43232916666666615,1.92,0.025,2.2987519130514986,1.149375956525749,0.16992799999999997,0.5
2.0,0.1,100.0,10.0,0.0412121212121212,7.0,1.88,0.4348670212765951,1.88,0.025,1.8551005564934977,0.9275502782467492,0.18244999999999995,0.5
2.0,0.1,100.0,10.0,0.07727272727272727,8.0,1.8,0.46105555555555483,1.8,0.025,1.8237279191222309,0.9118639595611158,0.17009999999999997,0.5
2.0,0.1,100.0,10.0,0.00909090909090909,6.0,1.56,0.5207641025641017,1.56,0.025,2.110028783197278,1.0550143915986387,0.18760799999999989,0.5
2.0,0.1,100.0,10.0,0.07575757575757575,7.0,1.62,0.5040481481481474,1.62,0.025,1.8453099954326069,0.9226549977163032,0.1834419999999999,0.5
2.0,0.1,100.0,10.0,0.03636363636363636,7.0,1.8,0.4683144444444437,1.8,0.025,2.154975578144944,1.0774877890724723,0.15703399999999998,0.5
2.0,0.1,100.0,10.0,0.06727272727272729,10.0,1.9,0.44694105263157824,1.9,0.025,1.5683429866775154,0.7841714933387576,0.15081200000000003,0.5
2.0,0.1,100.0,10.0,0.057878787878787884,9.0,1.9,0.45238105263157835,1.9,0.025,1.7754281760879709,0.8877140880439853,0.14047599999999996,0.5
2.0,0.1,100.0,10.0,0.14393939393939392,7.0,1.96,0.4353285714285709,1.96,0.025,1.5450343697447662,0.772517184872383,0.146756,0.5
2.0,0.1,100.0,10.0,0.10272727272727272,7.0,1.86,0.435017204301075,1.86,0.025,1.485929384305923,0.7429646921529613,0.19086799999999995,0.5
2.0,0.1,100.0,10.0,0.06818181818181818,7.0,1.86,0.4464172043010746,1.86,0.025,1.813102462609692,0.9065512313048457,0.16966399999999995,0.5
2.0,0.1,100.0,10.0,0.10272727272727274,9.0,1.88,0.4322851063829781,1.88,0.025,1.8944721412758518,0.9472360706379266,0.187304,0.5
2.0,0.1,100.0,10.0,0.1272727272727273,8.0,1.86,0.4419440860215048,1.86,0.025,1.950508024462988,0.9752540122314938,0.177984,0.5
2.0,0.1,100.0,10.0,0.10000000000000002,10.0,1.7,0.47869882352941134,1.7,0.025,1.6732331143717958,0.8366165571858978,0.18621199999999993,0.5
11.0,0.1,100.0,10.0,0.0303030303030303,7.0,1.38,0.47247536231883985,1.38,0.0,1.8369783008645792,0.9184891504322896,0.3479839999999996,0.5
11.0,0.1,100.0,10.0,0.02727272727272727,7.0,1.14,0.4911315789473679,1.14,0.0,1.9619790818492273,0.9809895409246133,0.44010999999999983,0.5
11.0,0.1,100.0,10.0,0.0393939393939394,6.0,1.5,0.4812333333333332,1.5,0.0,2.748531169957686,1.3742655849788434,0.27814999999999984,0.5
11.0,0.1,100.0,10.0,0.048484848484848485,7.0,1.6,0.4526287499999994,1.6,0.0,1.8813907437497146,0.9406953718748573,0.2757939999999999,0.5
11.0,0.1,100.0,10.0,0.0,9.0,1.1,0.5944927272727266,1.1,0.0,1.8264042604247475,0.9132021302123741,0.34605799999999964,0.5
11.0,0.1,100.0,10.0,0.02727272727272727,6.0,1.52,0.48883026315789424,1.52,0.0,2.923453345730769,1.4617266728653844,0.25697799999999993,0.5
11.0,0.1,100.0,10.0,0.00909090909090909,9.0,1.08,0.6219185185185175,1.08,0.0,1.8845950477871614,0.9422975238935808,0.32832799999999984,0.5
11.0,0.1,100.0,10.0,0.00909090909090909,10.0,1.16,0.5648689655172408,1.16,0.0,1.4621862256783076,0.7310931128391537,0.3447519999999999,0.5
