"","minc","minw","frontsize","frontdiff"
"111",0,0.496986,152,0.636901337348919
"112",0,0.496986,152,0.636900142181138
"113",0,0.496986,152,0.636898914300642
"114",0,0.496986,152,0.636898914300642
"115",0,0.496986,152,0.636898914300642
"116",0,0.496986,152,0.636512454043656
"117",0,0.496986,152,0.636116775582991
"118",0,0.496986,153,0.635504189733646
"119",0,0.496986,154,0.635936788863842
"120",0,0.496986,154,0.636964193321296
"121",0,0.496986,154,0.636963678471918
"122",0,0.496986,156,0.635868578062255
"123",0,0.496986,156,0.634163569943581
"124",0,0.496986,157,0.633965876818286
"125",0,0.496986,157,0.633744974316196
"126",0,0.496986,157,0.633744974316196
"127",0,0.496986,158,0.632388428949205
"128",0,0.496986,158,0.630944747918945
"129",0,0.496986,158,0.630944639114018
"130",0,0.496986,160,0.629023624283438
"131",0,0.496986,160,0.627034165848453
"132",0,0.496986,160,0.627034165848453
"133",0,0.496986,160,0.627034165848453
"134",0,0.496986,160,0.627034165848453
"135",0,0.496986,160,0.627029051324519
"136",0,0.496986,160,0.627042359567962
"137",0,0.496986,160,0.627057657364437
"138",0,0.496986,160,0.627058110141262
"139",0,0.496986,161,0.629661678265097
"140",0,0.496986,161,0.632208712804347
"141",0,0.496986,164,0.631021799351554
"142",0,0.496986,164,0.629677114207004
"143",0,0.496986,164,0.628450271342391
"144",0,0.496986,165,0.628362219056922
"145",0,0.496986,165,0.629480380414591
"146",0,0.496986,165,0.629480380414591
"147",0,0.496986,165,0.629480999739856
"148",0,0.489446,164,0.635728341608339
"149",0,0.489446,164,0.641847243341007
"150",0,0.489446,164,0.641847243341007
"151",0,0.489446,164,0.641847243341007
"152",0,0.489446,164,0.641786407209233
"153",0,0.489446,165,0.642706925480562
"154",0,0.489446,165,0.643653929275059
"155",0,0.489446,165,0.643649620073113
"156",0,0.489446,166,0.644055535360743
"157",0,0.489446,166,0.644437555444653
"158",0,0.489446,166,0.644437555444653
"159",0,0.489446,166,0.644432696987397
"160",0,0.489446,166,0.644427757892267
"161",0,0.489446,166,0.644427757892267
"162",0,0.489446,166,0.644435501330194
"163",0,0.489446,166,0.644442552868003
"164",0,0.489446,166,0.644442552868003
"165",0,0.489446,172,0.64193924490119
"166",0,0.489446,172,0.639234759631899
"167",0,0.489446,179,0.634309173581201
"168",0,0.489446,176,0.632299511145758
"169",0,0.489446,176,0.635269711272302
"170",0,0.489446,177,0.636908854010392
"171",0,0.489446,177,0.638509197992041
"172",0,0.489446,180,0.636462598622586
"173",0,0.489446,180,0.634366731597499
"174",0,0.489446,180,0.634366731597499
"175",0,0.489446,180,0.634324261725517
"176",0,0.489446,180,0.634309134206489
"177",0,0.489446,180,0.634336732631231
"178",0,0.489446,180,0.634344176159989
"179",0,0.489446,180,0.63435151256627
"180",0,0.489446,180,0.63435151256627
"181",0,0.489446,181,0.637205440643323
"182",0,0.489446,181,0.640008470595275
"183",0,0.489446,181,0.640008470595275
"184",0,0.489446,181,0.640008470595275
"185",0,0.489446,181,0.640008001359589
"186",0,0.489446,181,0.64000751661766
"187",0,0.489446,180,0.641163564200403
"188",0,0.489446,180,0.642292199868767
"189",0,0.489446,180,0.642292199868767
"190",0,0.489446,180,0.642292199868767
"191",0,0.489446,181,0.645468198529325
"192",0,0.489446,181,0.648589497891479
"193",0,0.489446,181,0.648589497891479
"194",0,0.489446,185,0.64708534956459
"195",0,0.489446,185,0.645535945135984
"196",0,0.489446,185,0.645823933028406
"197",0,0.489446,185,0.646108579294966
"198",0,0.489446,185,0.646073521373213
"199",0,0.489446,184,0.646441827047368
"200",0,0.489446,184,0.646827601791015
"201",0,0.489446,185,0.647431195288001
"202",0,0.489446,185,0.648009364177371
"203",0,0.489446,184,0.646391797948556
"204",0,0.489446,184,0.644713947270018
"205",0,0.489446,183,0.645000576908309
"206",0,0.489446,182,0.645836038930895
"207",0,0.489446,182,0.646388630743591
"208",0,0.489446,182,0.646388630743591
"209",0,0.489446,182,0.646388630743591
"210",0,0.489446,182,0.646463439218255
"211",0,0.489446,179,0.648925191858658
"212",0,0.489446,179,0.651215125244442
"213",0,0.489446,179,0.651222446859624
"214",0,0.489446,179,0.651229651711346
"215",0,0.489446,178,0.652136902614718
"216",0,0.489446,178,0.652947956863292
"217",0,0.489446,178,0.652947956863292
"218",0,0.489446,178,0.652881260242877
"219",0,0.489446,179,0.657069189871006
"220",0,0.489446,180,0.660746113955647
"221",0,0.489446,180,0.660145286317669
"222",0,0.489446,180,0.660070737609695
"223",0,0.489446,180,0.659795313156515
"224",0,0.489446,180,0.659516547794312
"225",0,0.489446,174,0.651123472769971
"226",0,0.489446,174,0.641289411992601
"227",0,0.489446,174,0.640977797024944
"228",0,0.489446,174,0.640977066743928
"229",0,0.489446,174,0.640934250160996
"230",0,0.489446,174,0.640892580324661
"231",0,0.489446,174,0.640851486194774
"232",0,0.489446,174,0.640809867098214
"233",0,0.489446,174,0.640809867098214
"234",0,0.489446,174,0.640809867098214
"235",0,0.489446,174,0.640809867098214
"236",0,0.489446,174,0.640809867098214
"237",0,0.489446,174,0.640809867098214
"238",0,0.489446,174,0.640809867098214
"239",0,0.489446,174,0.640809867098214
"240",0,0.489446,174,0.640666446763597
"241",0,0.489446,174,0.640521157935082
"242",0,0.489446,174,0.640521157935082
"243",0,0.489446,174,0.640521157935082
"244",0,0.489446,174,0.640525969686886
"245",0,0.489446,174,0.640530699341194
"246",0,0.489446,174,0.640530699341194
"247",0,0.489446,174,0.640530699341194
"248",0,0.489446,174,0.640530699341194
"249",0,0.489446,174,0.640530699341194
"250",0,0.489446,176,0.643493664891838
"251",0,0.489446,176,0.646315358997668
"252",0,0.489446,176,0.646258193148454
"253",0,0.489446,176,0.646210894545205
"254",0,0.489446,176,0.646162879237993
"255",0,0.489446,176,0.646162879237993
"256",0,0.489446,176,0.646162879237993
"257",0,0.489446,176,0.646135249284207
"258",0,0.489446,177,0.64655167265399
"259",0,0.489446,179,0.64602376176677
"260",0,0.489446,179,0.645021394621962
"261",0,0.489446,177,0.646368096160614
"262",0,0.489446,177,0.647662790339648
"263",0,0.489446,175,0.648670307860882
"264",0,0.489446,175,0.64958683199981
"265",0,0.489446,176,0.645167025972144
"266",0,0.489446,176,0.640583414626576
"267",0,0.489446,176,0.640579138578594
"268",0,0.489446,177,0.641231453281882
"269",0,0.489446,177,0.641846975955408
"270",0,0.489446,177,0.641854521764862
"271",0,0.489446,177,0.641854521764862
"272",0,0.489446,177,0.641854521764862
"273",0,0.489446,181,0.639331775025309
"274",0,0.489446,182,0.639550937996717
"275",0,0.489446,182,0.64230875990324
"276",0,0.489446,182,0.64230875990324
"277",0,0.489446,182,0.64230875990324
"278",0,0.489446,181,0.642750198913931
"279",0,0.489446,182,0.642162742707676
"280",0,0.489446,182,0.640849063742294
"281",0,0.489446,182,0.640954643552635
"282",0,0.489446,181,0.638669600817095
"283",0,0.489446,181,0.636221137160355
"284",0,0.489446,182,0.636770830007561
"285",0,0.489446,183,0.637321351378338
"286",0,0.489446,183,0.637328112762582
"287",0,0.489446,183,0.637328112762582
"288",0,0.489446,183,0.637328112762582
"289",0,0.489446,183,0.637328112762582
"290",0,0.489446,183,0.637328112762582
"291",0,0.489446,183,0.637216314276992
"292",0,0.489446,183,0.637100857437435
"293",0,0.489446,180,0.63850367559046
"294",0,0.489446,180,0.639776303413933
"295",0,0.489446,180,0.639776303413933
"296",0,0.489446,180,0.639784445743832
"297",0,0.489446,180,0.639787693005102
"298",0,0.489446,180,0.641060007105924
"299",0,0.489446,180,0.64221995880944
"300",0,0.489446,180,0.64221995880944
"301",0,0.489446,180,0.64221995880944
"302",0,0.489446,180,0.64221995880944
"303",0,0.489446,180,0.642206191643582
"304",0,0.489446,180,0.642191701168326
"305",0,0.489446,180,0.642191701168326
"306",0,0.489446,181,0.641581513001428
"307",0,0.489446,181,0.640958464922294
"308",0,0.489446,181,0.640958464922294
"309",0,0.489446,184,0.640022029941854
"310",0,0.489446,185,0.638303913610956
"311",0,0.489446,185,0.637532827385142
"312",0,0.489446,185,0.637532827385142
"313",0,0.489446,185,0.637235294595357
"314",0,0.489446,185,0.636919224149001
"315",0,0.489446,185,0.636919224149001
"316",0,0.489446,185,0.636919224149001
"317",0,0.489446,185,0.636919224149001
"318",0,0.489446,185,0.636919224149001
"319",0,0.489446,186,0.636232933344636
"320",0,0.489446,186,0.635663182462471
"321",0,0.489446,186,0.636464649365906
"322",0,0.489446,186,0.637071197809563
"323",0,0.489446,181,0.64013154528398
"324",0,0.489446,182,0.642036124518242
"325",0,0.489446,182,0.641174006501676
"326",0,0.489446,182,0.641174006501676
"327",0,0.489446,182,0.641174006501676
"328",0,0.489446,182,0.641174006501676
"329",0,0.489446,182,0.641174006501676
"330",0,0.489446,182,0.641174006501676
"331",0,0.489446,182,0.641260662362945
"332",0,0.489446,182,0.641346126348778
"333",0,0.489446,184,0.640088778277273
"334",0,0.489446,184,0.63881480362343
"335",0,0.489446,184,0.63881480362343
"336",0,0.489446,185,0.641508912448422
"337",0,0.489446,185,0.644155194416462
"338",0,0.489446,185,0.644155194416462
"339",0,0.489446,185,0.644155194416462
"340",0,0.489446,185,0.644155194416462
"341",0,0.489446,182,0.644310735990297
"342",0,0.489446,182,0.644292563295311
"343",0,0.489446,182,0.644298115604731
"344",0,0.489446,182,0.644303590959455
"345",0,0.489446,184,0.643395749696296
"346",0,0.489446,185,0.641710105472766
"347",0,0.489446,184,0.640585348747523
"348",0,0.489446,185,0.639559026231227
"349",0,0.489446,186,0.641008684616033
"350",0,0.489446,186,0.643039353493361
"351",0,0.489446,186,0.643043972590892
"352",0,0.489446,186,0.643048526226387
"353",0,0.489446,186,0.643048526226387
"354",0,0.489446,186,0.64306102994517
"355",0,0.489446,186,0.643073267904995
"356",0,0.489446,186,0.643073267904995
"357",0,0.489446,186,0.643132554164379
"358",0,0.489446,184,0.644749766933837
"359",0,0.489446,184,0.646252708717221
"360",0,0.489446,184,0.646239637876004
"361",0,0.489446,184,0.646242397512592
"362",0,0.489446,184,0.64624507672277
"363",0,0.489446,184,0.64624507672277
"364",0,0.489446,184,0.64624507672277
"365",0,0.489446,184,0.646299995346198
"366",0,0.489446,186,0.64597875676488
"367",0,0.489446,187,0.644952618138625
"368",0,0.489446,187,0.644298694407286
"369",0,0.489446,187,0.644298694407286
"370",0,0.489446,186,0.645131960175375
"371",0,0.489446,186,0.645951640562137
"372",0,0.489446,186,0.645968361256508
"373",0,0.489446,186,0.645984852890009
"374",0,0.489446,185,0.646759213657783
"375",0,0.489446,185,0.647518528164505
"376",0,0.489446,185,0.647518528164505
"377",0,0.489446,185,0.647518528164505
"378",0,0.489446,185,0.647518528164505
"379",0,0.489446,185,0.647518528164505
"380",0,0.489446,185,0.647518528164505
"381",0,0.489446,185,0.647518528164505
"382",0,0.489446,185,0.647518528164505
"383",0,0.489446,185,0.647518528164505
"384",0,0.489446,185,0.647518528164505
"385",0,0.489446,185,0.647518528164505
"386",0,0.489446,185,0.647518528164505
"387",0,0.489446,185,0.647518528164505
"388",0,0.489446,185,0.647518528164505
"389",0,0.489446,184,0.646618810594023
"390",0,0.489446,185,0.645678914587556
"391",0,0.489446,185,0.645654107460036
"392",0,0.489446,185,0.645654107460036
"393",0,0.489446,185,0.645654107460036
"394",0,0.489446,185,0.645654107460036
"395",0,0.489446,185,0.645654107460036
"396",0,0.489446,185,0.645654107460036
"397",0,0.489446,186,0.650516621254142
"398",0,0.489446,186,0.655308187272815
"399",0,0.489446,186,0.655308187272815
"400",0,0.489446,187,0.65502337683008
"401",0,0.489446,187,0.654722862355349
"402",0,0.489446,187,0.654722862355349
"403",0,0.489446,187,0.654722862355349
"404",0,0.489446,186,0.654388155933007
"405",0,0.489446,186,0.654027391625433
"406",0,0.489446,186,0.654027391625433
"407",0,0.489446,186,0.654027391625433
"408",0,0.489446,186,0.654027391625433
"409",0,0.489446,186,0.654027391625433
"410",0,0.489446,186,0.654027391625433
"411",0,0.489446,182,0.650249710668629
"412",0,0.489446,182,0.646026825760329
"413",0,0.489446,185,0.648092958801622
"414",0,0.489446,185,0.65012394615997
"415",0,0.489446,185,0.65012394615997
"416",0,0.489446,191,0.645177844760023
"417",0,0.489446,191,0.639944417215741
"418",0,0.489446,191,0.639944417215741
"419",0,0.489446,192,0.639112055120134
"420",0,0.489446,192,0.638271003859692
"421",0,0.489446,192,0.638271003859692
"422",0,0.489446,192,0.641658136357565
"423",0,0.489446,192,0.644970721212098
"424",0,0.489446,192,0.644970721212098
"425",0,0.489446,194,0.643998795303331
"426",0,0.489446,195,0.642279387261954
"427",0,0.489446,195,0.641533462184401
"428",0,0.489446,195,0.641533462184401
"429",0,0.489446,195,0.641533462184401
"430",0,0.489446,195,0.641533462184401
"431",0,0.489446,198,0.639482064021871
"432",0,0.489446,198,0.637365403806689
"433",0,0.489446,198,0.637365403806689
"434",0,0.489446,200,0.636105114426411
"435",0,0.489446,200,0.634814724129243
"436",0,0.489446,200,0.634814724129243
"437",0,0.489446,200,0.634814724129243
"438",0,0.489446,200,0.634814724129243
"439",0,0.489446,200,0.634814724129243
"440",0,0.489446,200,0.634814724129243
"441",0,0.489446,200,0.634814724129243
"442",0,0.489446,200,0.634814724129243
"443",0,0.489446,200,0.634814724129243
"444",0,0.489446,200,0.634814724129243
"445",0,0.489446,200,0.634814724129243
"446",0,0.489446,200,0.634814724129243
"447",0,0.489446,200,0.634814724129243
"448",0,0.489446,200,0.634814724129243
"449",0,0.489446,200,0.634814724129243
"450",0,0.489446,200,0.634814724129243
"451",0,0.489446,200,0.634814724129243
"452",0,0.489446,200,0.634814724129243
"453",0,0.489446,200,0.634075616120321
"454",0,0.489446,200,0.633284415288088
"455",0,0.489446,200,0.632961055836743
"456",0,0.489446,200,0.632631747975278
"457",0,0.489446,200,0.632631747975278
"458",0,0.489446,200,0.632631747975278
"459",0,0.489446,200,0.632631747975278
"460",0,0.489446,200,0.632631747975278
"461",0,0.489446,200,0.632816487311315
"462",0,0.489446,200,0.632958632526431
"463",0,0.489446,200,0.632700746246337
"464",0,0.489446,200,0.632435718616953
"465",0,0.489446,200,0.632435718616953
"466",0,0.489446,200,0.632435718616953
"467",0,0.489446,200,0.632435718616953
"468",0,0.489446,200,0.632435718616953
"469",0,0.489446,200,0.632435718616953
"470",0,0.489446,200,0.632435718616953
"471",0,0.489446,200,0.632435718616953
"472",0,0.489446,200,0.632435718616953
"473",0,0.489446,200,0.632435718616953
"474",0,0.489446,200,0.632435718616953
"475",0,0.489446,200,0.632435718616953
"476",0,0.489446,200,0.632435718616953
"477",0,0.489446,200,0.632435718616953
"478",0,0.489446,200,0.632435718616953
"479",0,0.489446,200,0.632435718616953
"480",0,0.489446,200,0.632435718616953
"481",0,0.489446,200,0.632435718616953
"482",0,0.489446,200,0.632435718616953
"483",0,0.489446,200,0.632435718616953
"484",0,0.489446,200,0.632435718616953
"485",0,0.489446,200,0.632435718616953
"486",0,0.489446,200,0.632435718616953
"487",0,0.489446,200,0.632435718616953
"488",0,0.489446,200,0.632435718616953
"489",0,0.489446,200,0.632435718616953
"490",0,0.489446,200,0.632435718616953
"491",0,0.489446,200,0.632435718616953
"492",0,0.489446,200,0.632435718616953
"493",0,0.489446,200,0.632435718616953
"494",0,0.489446,200,0.631936685056226
"495",0,0.489446,200,0.631417698888568
"496",0,0.489446,200,0.631417698888568
"497",0,0.489446,200,0.631417698888568
"498",0,0.489446,200,0.631417698888568
"499",0,0.489446,200,0.631417698888568
"500",0,0.489446,200,0.63067445084176
"501",0,0.489446,200,0.62990233262489
"502",0,0.489446,200,0.62990233262489
"503",0,0.489446,200,0.62990233262489
"504",0,0.489446,200,0.62990233262489
"505",0,0.489446,200,0.62990233262489
"506",0,0.489446,200,0.62990233262489
"507",0,0.489446,200,0.62990233262489
"508",0,0.489446,200,0.62990233262489
"509",0,0.489446,200,0.62990233262489
"510",0,0.489446,200,0.62990233262489
"511",0,0.489446,200,0.62990233262489
"512",0,0.489446,200,0.62990233262489
"513",0,0.489446,200,0.62990233262489
"514",0,0.489446,200,0.62990233262489
"515",0,0.468026,200,0.631345200264533
"516",0,0.468026,200,0.632685295551724
"517",0,0.468026,200,0.632685295551724
"518",0,0.468026,200,0.632685295551724
"519",0,0.468026,200,0.632685295551724
"520",0,0.468026,200,0.632685295551724
"521",0,0.468026,200,0.632685295551724
"522",0,0.468026,200,0.632685295551724
"523",0,0.468026,200,0.632685295551724
"524",0,0.468026,200,0.632685295551724
"525",0,0.468026,200,0.632685295551724
"526",0,0.468026,200,0.632685295551724
"527",0,0.468026,200,0.634644612247098
"528",0,0.468026,200,0.636531547329083
"529",0,0.468026,200,0.636531547329083
"530",0,0.468026,200,0.636531547329083
"531",0,0.468026,200,0.636531547329083
"532",0,0.468026,200,0.636531547329083
"533",0,0.468026,200,0.638028268084394
"534",0,0.468026,200,0.639460744687696
"535",0,0.468026,200,0.639460744687696
"536",0,0.468026,200,0.639460744687696
"537",0,0.468026,200,0.639104544953103
"538",0,0.468026,200,0.638734825585426
"539",0,0.468026,200,0.638734825585426
"540",0,0.468026,200,0.638734825585426
"541",0,0.468026,200,0.638734825585426
"542",0,0.468026,200,0.638734825585426
"543",0,0.468026,200,0.638734825585426
"544",0,0.468026,200,0.638734825585426
"545",0,0.468026,200,0.639169187333739
"546",0,0.468026,200,0.639481363845653
"547",0,0.468026,200,0.639481363845653
"548",0,0.468026,200,0.639481363845653
"549",0,0.468026,200,0.639481363845653
"550",0,0.468026,200,0.639481363845653
"551",0,0.468026,200,0.639481363845653
"552",0,0.468026,200,0.639481363845653
"553",0,0.468026,200,0.639481363845653
"554",0,0.468026,200,0.639481363845653
"555",0,0.468026,200,0.639485425876972
"556",0,0.468026,200,0.639489379441863
"557",0,0.468026,200,0.639489379441863
"558",0,0.468026,200,0.639489379441863
"559",0,0.468026,200,0.64047246184338
"560",0,0.468026,200,0.641396227742688
"561",0,0.468026,200,0.641396227742688
"562",0,0.468026,200,0.641396227742688
"563",0,0.468026,200,0.641396227742688
"564",0,0.468026,200,0.641396227742688
"565",0,0.468026,199,0.643506847718498
"566",0,0.468026,199,0.645551190880317
"567",0,0.468026,198,0.645790773149882
"568",0,0.468026,198,0.646010458080513
"569",0,0.468026,198,0.646010458080513
"570",0,0.468026,198,0.646010458080513
"571",0,0.468026,198,0.646010458080513
"572",0,0.468026,198,0.646010458080513
"573",0,0.468026,198,0.646010458080513
"574",0,0.468026,199,0.645376556735616
"575",0,0.468026,199,0.644732713275044
"576",0,0.468026,199,0.644732713275044
"577",0,0.468026,199,0.644732713275044
"578",0,0.468026,199,0.644732713275044
"579",0,0.468026,199,0.644732713275044
"580",0,0.468026,199,0.644732713275044
"581",0,0.468026,199,0.644732713275044
"582",0,0.468026,199,0.644732713275044
"583",0,0.468026,198,0.645618284640594
"584",0,0.468026,198,0.646487124474758
"585",0,0.468026,198,0.646487124474758
"586",0,0.468026,198,0.646487124474758
"587",0,0.468026,198,0.646487124474758
"588",0,0.468026,198,0.646482234243245
"589",0,0.468026,198,0.646477232808589
"590",0,0.468026,198,0.646477232808589
"591",0,0.468026,198,0.646483133189801
"592",0,0.468026,198,0.646488915221184
"593",0,0.468026,198,0.646500816838429
"594",0,0.468026,198,0.646512492297019
"595",0,0.468026,198,0.646512492297019
"596",0,0.468026,197,0.64522812021544
"597",0,0.468026,197,0.643790040194853
"598",0,0.468026,197,0.643790040194853
"599",0,0.468026,197,0.643790040194853
"600",0,0.468026,197,0.643790040194853
"601",0,0.468026,197,0.643790040194853
"602",0,0.468026,197,0.643790040194853
"603",0,0.468026,197,0.643791255823564
"604",0,0.468026,197,0.643792427933879
"605",0,0.468026,197,0.643792427933879
"606",0,0.468026,197,0.643792427933879
"607",0,0.468026,197,0.643792427933879
"608",0,0.468026,197,0.643792427933879
"609",0,0.468026,197,0.643792427933879
"610",0,0.468026,198,0.643234595932173
"611",0,0.468026,198,0.642665972632791
"612",0,0.468026,198,0.642665972632791
"613",0,0.468026,198,0.642665972632791
"614",0,0.468026,198,0.642665972632791
"615",0,0.468026,198,0.642665972632791
"616",0,0.468026,198,0.642665972632791
"617",0,0.468026,198,0.642665972632791
"618",0,0.468026,198,0.642665972632791
"619",0,0.468026,198,0.642665972632791
"620",0,0.468026,199,0.642199187643507
"621",0,0.468026,199,0.642522424126127
"622",0,0.468026,199,0.643290168403929
"623",0,0.468026,199,0.643190010166217
"624",0,0.468026,199,0.643087921144813
"625",0,0.468026,199,0.643087921144813
"626",0,0.468026,199,0.643088375888236
"627",0,0.468026,200,0.642418904737356
"628",0,0.468026,200,0.641739609747539
"629",0,0.468026,200,0.641739609747539
"630",0,0.468026,200,0.641739609747539
"631",0,0.468026,200,0.641739609747539
"632",0,0.468026,200,0.641739609747539
"633",0,0.468026,200,0.641739609747539
"634",0,0.468026,200,0.641739609747539
"635",0,0.468026,200,0.641739609747539
"636",0,0.468026,200,0.641739609747539
"637",0,0.468026,200,0.641739609747539
"638",0,0.468026,197,0.643193705078155
"639",0,0.468026,197,0.644617504707659
"640",0,0.468026,197,0.644617504707659
"641",0,0.468026,197,0.644617504707659
"642",0,0.468026,197,0.644619466581954
"643",0,0.468026,198,0.64587771558438
"644",0,0.45655,198,0.646090666462242
"645",0,0.45655,198,0.645065419709369
"646",0,0.45655,198,0.645065419709369
"647",0,0.45655,198,0.645065419709369
"648",0,0.45655,198,0.645458431085465
"649",0,0.45655,198,0.64584385050016
"650",0,0.45655,198,0.64584385050016
"651",0,0.45655,198,0.64584385050016
"652",0,0.45655,198,0.64584385050016
"653",0,0.45655,199,0.645981164529925
"654",0,0.45655,199,0.645950181340583
"655",0,0.45655,199,0.645796086680574
"656",0,0.45655,199,0.645788616612587
"657",0,0.45655,199,0.645781000203729
"658",0,0.45655,199,0.645781000203729
"659",0,0.45655,199,0.645781000203729
"660",0,0.45655,199,0.645781000203729
"661",0,0.45655,199,0.645781000203729
"662",0,0.45655,199,0.645781000203729
"663",0,0.45655,199,0.645781000203729
"664",0,0.45655,199,0.645781000203729
"665",0,0.45655,199,0.645781000203729
"666",0,0.45655,199,0.64578249819975
"667",0,0.45655,200,0.647308473507676
"668",0,0.45655,200,0.648801609906734
"669",0,0.45655,200,0.648801609906734
"670",0,0.45655,200,0.64854452377038
"671",0,0.45655,200,0.648283998372317
"672",0,0.45655,200,0.648283998372317
"673",0,0.45655,200,0.648283998372317
"674",0,0.45655,200,0.648283998372317
"675",0,0.45655,200,0.648283998372317
"676",0,0.45655,200,0.648286630630057
"677",0,0.45655,200,0.648289181013803
"678",0,0.45655,200,0.648289181013803
"679",0,0.45655,200,0.648289181013803
"680",0,0.45655,200,0.648289181013803
"681",0,0.45655,200,0.648289181013803
"682",0,0.45655,200,0.648279965275069
"683",0,0.45655,200,0.648269553616753
"684",0,0.45655,200,0.648269553616753
"685",0,0.45655,200,0.648269553616753
"686",0,0.45655,200,0.648269553616753
"687",0,0.45655,200,0.648097275426462
"688",0,0.45655,200,0.647886137302422
"689",0,0.45655,200,0.647886137302422
"690",0,0.45655,200,0.647886137302422
"691",0,0.45655,200,0.647832782094741
"692",0,0.45655,200,0.647711324910414
"693",0,0.45655,200,0.647709244876764
"694",0,0.45655,197,0.644485082564243
