distribSd,finalTime,gravityDecay,nwClustCoef,nwComponents,nwInDegree,nwMeanFlow,nwOutDegree,overlapThreshold,relativeCost,totalCost,totalWaste,transportationCost
0.1,100.0,10.0,0.07,1.0,1.78,0.4355101123595498,1.78,0.0,5.1347639111786,2.5673819555893016,0.22479199999999971,0.5
0.1,100.0,10.0,0.022666666666666665,1.0,1.86,0.4415397849462359,1.86,0.0,6.450378700671392,3.2251893503356968,0.1787359999999997,0.5
0.1,100.0,10.0,0.04,8.0,1.1,0.5814381818181809,1.1,0.0,2.16585010045374,7.580475351588092,0.3604179999999997,3.5
0.1,100.0,10.0,0.013000000000000001,1.0,1.76,0.4548340909090903,1.76,0.0,5.319700268570701,2.65985013428535,0.19949199999999986,0.5
0.1,100.0,10.0,0.03666666666666667,1.0,1.7,0.47340117647058755,1.7,0.0,9.059696297640542,4.52984814882027,0.19521799999999984,0.5
0.1,100.0,10.0,0.018333333333333333,1.0,1.84,0.4547858695652168,1.84,0.0,6.423888843567279,3.211944421783638,0.16319399999999992,0.5
0.1,100.0,10.0,0.004666666666666667,1.0,1.66,0.4449024096385534,1.66,0.0,7.111581904612332,3.5557909523061664,0.2614619999999997,0.5
0.1,100.0,10.0,0.03666666666666667,1.0,1.88,0.4318765957446802,1.88,0.0,6.3305627428643225,3.165281371432161,0.188072,0.5
0.1,100.0,10.0,0.016666666666666666,1.0,1.8,0.45762888888888825,1.8,0.0,5.490001821772756,2.745000910886378,0.1762679999999999,0.5
0.1,100.0,10.0,0.043,3.0,1.64,0.47233414634146254,1.64,0.0,5.903215665676179,2.9516078328380893,0.2253719999999998,0.5
0.1,100.0,10.0,0.03333333333333333,5.0,1.32,0.5268318181818172,1.32,0.0,2.220183449892962,7.770642074625367,0.3045819999999997,3.5
0.1,100.0,10.0,0.015,1.0,1.72,0.4341209302325573,1.72,0.0,6.26554311750973,3.1327715587548655,0.25331199999999976,0.5
0.1,100.0,10.0,0.04666666666666666,1.0,1.76,0.4216011363636358,1.76,0.0,5.31152060979861,2.6557603048993053,0.2579819999999998,0.5
0.1,100.0,10.0,0.07166666666666667,1.0,1.8,0.44924555555555484,1.8,0.0,6.790758842730889,3.3953794213654453,0.19135799999999986,0.5
0.1,100.0,10.0,0.03333333333333333,6.0,1.18,0.5887983050847447,1.18,0.0,2.3876018324110833,8.356606413438797,0.30521799999999977,3.5
0.1,100.0,10.0,0.05266666666666667,1.0,1.88,0.46171063829787157,1.88,0.0,6.887312842121711,3.443656421060854,0.131984,0.5
0.1,100.0,10.0,0.01,7.0,1.04,0.623926923076922,1.04,0.0,2.088086832408606,7.308303913430123,0.3511159999999998,3.5
0.1,100.0,10.0,0.04666666666666666,1.0,1.78,0.4331168539325834,1.78,0.0,6.696545541933154,3.3482727709665765,0.22905199999999984,0.5
0.1,100.0,10.0,0.015,1.0,1.74,0.47955862068965444,1.74,0.0,6.511786526066642,3.255893263033322,0.16556800000000002,0.5
0.1,100.0,10.0,0.0,8.0,1.02,0.6207764705882344,1.02,0.0,2.003291648922622,7.011520771229175,0.3668079999999996,3.5
0.1,100.0,10.0,0.02166666666666667,1.0,1.66,0.4462373493975898,1.66,0.0,4.553010444722106,2.276505222361053,0.25924599999999987,0.5
0.1,100.0,10.0,0.013333333333333332,6.0,1.16,0.5930034482758609,1.16,0.0,2.379262069135621,8.327417241974675,0.3121159999999998,3.5
0.1,100.0,10.0,0.034666666666666665,1.0,1.72,0.4551139534883712,1.72,0.0,5.178220404144341,2.5891102020721704,0.21720399999999984,0.5
0.1,100.0,10.0,0.01,1.0,1.7,0.4835576470588228,1.7,0.0,9.14991573560027,4.574957867800139,0.17795199999999992,0.5
0.1,100.0,10.0,0.05333333333333334,1.0,1.72,0.4811895348837203,1.72,0.0,7.342126521044663,3.6710632605223323,0.17235399999999992,0.5
0.1,100.0,10.0,0.03966666666666666,1.0,1.8,0.44106999999999935,1.8,0.0,4.416629362835276,2.208314681417638,0.2060739999999998,0.5
0.1,100.0,10.0,0.03,1.0,1.76,0.4725431818181809,1.76,0.0,5.150510151446632,2.5752550757233172,0.16832399999999992,0.5
0.1,100.0,10.0,0.04333333333333333,1.0,1.8,0.46120777777777705,1.8,0.0,5.2841387567358185,2.6420693783679097,0.16982599999999987,0.5
0.1,100.0,10.0,0.021,1.0,1.74,0.4529988505747118,1.74,0.0,5.863830910376443,2.931915455188221,0.21178199999999997,0.5
0.1,100.0,10.0,0.015333333333333332,1.0,1.82,0.43477362637362577,1.82,0.0,6.236460498793566,3.1182302493967846,0.2087119999999999,0.5
0.6,100.0,85.0,0.0,13.0,0.96,0.8193437499999853,0.96,0.5,1.741177573022256,6.094121505577894,0.21342999999999954,3.5
0.6,100.0,85.0,0.0,8.0,0.96,0.8122687499999853,0.96,0.5,2.065455235449597,7.229093324073593,0.22022199999999953,3.5
0.6,100.0,85.0,0.0,16.0,0.92,0.8284782608695498,0.92,0.5,1.6868176448629715,5.903861757020401,0.23779999999999926,3.5
0.6,100.0,85.0,0.0,14.0,0.94,0.8181468085106243,0.94,0.5,1.9809645781829626,6.933376023640368,0.23094199999999926,3.5
0.6,100.0,85.0,0.0,14.0,0.94,0.8333893617021125,0.94,0.5,2.446720062286234,8.563520218001818,0.2166139999999993,3.5
0.6,100.0,85.0,0.0,10.0,0.92,0.8152717391304202,0.92,0.5,1.6823100646868492,5.888085226403973,0.24994999999999934,3.5
0.6,100.0,85.0,0.0,10.0,0.96,0.8240083333333185,0.96,0.5,2.279754175325295,7.979139613638533,0.20895199999999947,3.5
0.6,100.0,85.0,0.0,10.0,0.94,0.8394787234042402,0.94,0.5,2.098412259648736,7.344442908770578,0.21088999999999936,3.5
0.6,100.0,85.0,0.0,13.0,0.98,0.8313877551020256,0.98,0.5,2.2477165243433133,7.8670078352015915,0.18523999999999965,3.5
0.6,100.0,85.0,0.0,13.0,0.94,0.8190765957446665,0.94,0.5,1.8154146276420788,6.3539511967472775,0.23006799999999913,3.5
0.6,100.0,85.0,0.0,9.0,0.98,0.829940816326516,0.98,0.5,2.1336619369059733,7.467816779170908,0.18665799999999994,3.5
0.6,100.0,85.0,0.0,13.0,0.92,0.821752173913029,0.92,0.5,1.8685215851051946,6.539825547868179,0.2439879999999991,3.5
0.6,100.0,85.0,0.0,12.0,0.96,0.8082062499999854,0.96,0.5,1.9368613557805845,6.779014745232047,0.2241219999999995,3.5
0.6,100.0,85.0,0.0,16.0,0.88,0.8095727272727129,0.88,0.5,1.4555975167305184,5.094591308556815,0.2875759999999985,3.5
0.6,100.0,85.0,0.0,13.0,0.98,0.8218489795918216,0.98,0.5,2.2469579214054276,7.864352724918998,0.1945879999999999,3.5
0.6,100.0,85.0,0.0,13.0,0.96,0.8323437499999851,0.96,0.5,2.0737994990287074,7.258298246600476,0.20094999999999946,3.5
0.6,100.0,85.0,0.0,10.0,0.92,0.8378652173912893,0.92,0.5,1.870913222638678,6.548196279235374,0.22916399999999928,3.5
0.6,100.0,85.0,0.0,15.0,0.96,0.7997645833333182,0.96,0.5,1.949409267720811,6.822932437022838,0.2322259999999993,3.5
0.6,100.0,85.0,0.0,8.0,0.86,0.7948395348837067,0.86,0.5,1.9173557528657508,6.710745135030127,0.31643799999999805,3.5
0.6,100.0,85.0,0.0,11.0,0.96,0.8074624999999864,0.96,0.5,2.1505737189953553,7.527008016483741,0.2248359999999998,3.5
0.6,100.0,85.0,0.0,9.0,0.92,0.8440065217391153,0.92,0.5,2.107428774108682,7.376000709380388,0.22351399999999924,3.5
0.6,100.0,85.0,0.0,14.0,0.94,0.8226744680850924,0.94,0.5,2.072317373186143,7.253110806151497,0.22668599999999947,3.5
0.6,100.0,85.0,0.0,14.0,0.98,0.8251816326530464,0.98,0.5,2.332041123333506,8.162143931667268,0.19132199999999963,3.5
0.6,100.0,85.0,0.0,12.0,0.96,0.8411770833333184,0.96,0.5,2.074576211363952,7.261016739773833,0.19246999999999942,3.5
0.6,100.0,85.0,0.0,11.0,0.94,0.821104255319134,0.94,0.5,2.3056942180622255,8.069929763217788,0.2281619999999992,3.5
0.6,100.0,85.0,0.0,7.0,0.96,0.8372854166666518,0.96,0.5,1.6010121898968654,5.60354266463903,0.19620599999999935,3.5
0.6,100.0,85.0,0.0,9.0,0.94,0.8082446808510491,0.94,0.5,1.802414271857693,6.308449951501927,0.24024999999999913,3.5
0.6,100.0,85.0,0.0,5.0,0.96,0.8417854166666515,0.96,0.5,3.669638072609281,1.8348190363046406,0.19188599999999983,0.5
0.6,100.0,85.0,0.0,10.0,0.92,0.8065478260869421,0.92,0.5,1.7802779990158883,6.230972996555609,0.257975999999999,3.5
0.6,100.0,85.0,0.0,12.0,0.94,0.833072340425517,0.94,0.5,1.4711727464599254,5.149104612609735,0.21691199999999916,3.5
0.6,100.0,85.0,0.0,13.0,0.96,0.7869562499999864,0.96,0.5,1.991731277014577,6.971059469551019,0.2445219999999994,3.5
0.6,100.0,85.0,0.0,7.0,0.92,0.8301108695652029,0.92,0.5,2.0828531147270724,7.289985901544755,0.23629799999999904,3.5
0.6,100.0,85.0,0.0,8.0,0.94,0.8564617021276444,0.94,0.5,3.4966933640901376,1.7483466820450684,0.19492599999999963,0.5
0.6,100.0,85.0,0.0,11.0,0.94,0.8303531914893469,0.94,0.5,1.6532663554380507,5.786432244033178,0.21946799999999908,3.5
0.6,100.0,85.0,0.0,3.0,0.98,0.8557979591836586,0.98,0.5,4.346612982467209,2.1733064912336046,0.16131799999999988,0.5
0.6,100.0,85.0,0.0,11.0,0.94,0.8173446808510489,0.94,0.5,2.0813418770231458,7.284696569581012,0.23169599999999899,3.5
0.6,100.0,85.0,0.0,7.0,0.94,0.839548936170198,0.94,0.5,3.2620196800967447,1.6310098400483717,0.21082399999999918,0.5
0.6,100.0,85.0,0.0,7.0,0.96,0.8620604166666513,0.96,0.5,4.376749103281396,2.188374551640698,0.1724219999999997,0.5
0.6,100.0,85.0,0.0,14.0,0.98,0.8177836734693735,0.98,0.5,1.9516090409898716,6.830631643464553,0.19857199999999992,3.5
0.6,100.0,85.0,0.0,10.0,0.96,0.832858333333319,0.96,0.5,2.0672240172930247,7.235284060525589,0.20045599999999936,3.5
0.6,100.0,85.0,0.0,9.0,0.92,0.8279891304347684,0.92,0.5,1.8925086665658697,6.623780332980544,0.23824999999999885,3.5
0.6,100.0,85.0,0.0,6.0,0.96,0.8654749999999849,0.96,0.5,3.5329325328055012,1.7664662664027504,0.16914399999999982,0.5
0.6,100.0,85.0,0.0,10.0,0.94,0.8079531914893477,0.94,0.5,1.8046434199818173,6.31625196993636,0.24052399999999946,3.5
0.6,100.0,85.0,0.0,10.0,0.96,0.8022791666666521,0.96,0.5,1.9135135682488513,6.69729748887098,0.2298119999999994,3.5
0.6,100.0,85.0,0.0,6.0,0.94,0.8759936170212612,0.94,0.5,3.8513711301985794,1.9256855650992897,0.17656599999999958,0.5
0.6,100.0,85.0,0.0,5.0,0.98,0.8543551020408011,0.98,0.5,3.7086914440207903,1.8543457220103952,0.16273200000000002,0.5
0.6,100.0,85.0,0.0,9.0,0.94,0.859346808510623,0.94,0.5,4.254840464872391,2.1274202324361946,0.19221399999999966,0.5
0.6,100.0,85.0,0.0,14.0,0.9,0.826279999999985,0.9,0.5,1.7056465878633438,5.969763057521701,0.2563479999999988,3.5
0.6,100.0,85.0,0.0,7.0,0.92,0.8535739130434633,0.92,0.5,3.948569843708063,1.9742849218540315,0.21471199999999946,0.5
0.6,100.0,85.0,0.0,5.0,0.98,0.8552183673469234,0.98,0.5,3.416979871564634,1.708489935782317,0.16188600000000006,0.5
0.6,100.0,85.0,0.0,12.0,0.96,0.8211874999999852,0.96,0.5,1.9156702023607062,6.704845708262472,0.21165999999999965,3.5
0.6,100.0,85.0,0.0,10.0,0.94,0.8585489361701982,0.94,0.5,3.74887502151385,1.8744375107569253,0.19296399999999939,0.5
0.6,100.0,85.0,0.0,11.0,0.94,0.8309085106382827,0.94,0.5,1.6614183363838595,5.814964177343506,0.21894599999999914,3.5
0.6,100.0,85.0,0.0,14.0,0.94,0.8012829787233893,0.94,0.5,1.5247142399640852,5.336499839874301,0.24679399999999913,3.5
0.6,100.0,85.0,0.0,6.0,0.94,0.8466148936170061,0.94,0.5,2.6515500060746007,1.3257750030373003,0.2041819999999993,0.5
0.6,100.0,85.0,0.0,12.0,0.94,0.8159765957446665,0.94,0.5,2.262394996625479,7.918382488189178,0.2329819999999997,3.5
0.6,100.0,85.0,0.0,7.0,0.98,0.8092897959183531,0.98,0.5,2.1445979182000543,7.506092713700191,0.20689599999999964,3.5
0.6,100.0,85.0,0.0,9.0,0.96,0.8596520833333178,0.96,0.5,2.7886707738620875,1.3943353869310433,0.17473399999999983,0.5
0.6,100.0,85.0,0.0,10.0,0.96,0.8314395833333186,0.96,0.5,2.2342838696035314,7.8199935436123615,0.20181799999999972,3.5
0.6,100.0,85.0,0.0,3.0,0.98,0.8655693877550874,0.98,0.5,3.8584595934276247,1.9292297967138121,0.15174200000000015,0.5
0.6,100.0,85.0,0.0,13.0,0.9,0.8635088888888732,0.9,0.5,2.9279840320784154,1.4639920160392075,0.22284199999999935,0.5
0.6,100.0,85.0,0.0,8.0,0.96,0.841497916666652,0.96,0.5,1.7131029467347212,5.995860313571523,0.19216199999999964,3.5
0.6,100.0,85.0,0.0,11.0,0.98,0.8078020408163122,0.98,0.5,2.0912381232288135,7.319333431300847,0.2083539999999996,3.5
0.6,100.0,85.0,0.0,6.0,0.96,0.8429083333333177,0.96,0.5,3.9621795042244887,1.9810897521122444,0.1908079999999994,0.5
0.6,100.0,85.0,0.0,11.0,0.92,0.8141195652173764,0.92,0.5,2.0664486648761557,7.232570327066543,0.25100999999999885,3.5
0.6,100.0,85.0,0.0,12.0,0.96,0.8143874999999854,0.96,0.5,2.152291827727165,7.5330213970450774,0.21818799999999963,3.5
0.6,100.0,85.0,0.0,7.0,0.98,0.8578204081632498,0.98,0.5,3.670907962048799,1.8354539810243993,0.15933600000000023,0.5
0.6,100.0,85.0,0.0,6.0,0.94,0.8486042553191339,0.94,0.5,3.7033859870643386,1.85169299353217,0.20231199999999913,0.5
0.6,100.0,85.0,0.0,10.0,0.98,0.8499673469387603,0.98,0.5,2.0458640411418774,7.160524143996566,0.16703199999999999,3.5
0.6,100.0,85.0,0.0,8.0,1.0,0.8538859999999854,1.0,0.5,4.249242089028789,2.1246210445143947,0.14611400000000016,0.5
0.6,100.0,85.0,0.0,4.0,0.98,0.8534367346938628,0.98,0.5,5.891384471702058,2.9456922358510287,0.16363200000000006,0.5
0.6,100.0,85.0,0.0,8.0,0.96,0.8506291666666512,0.96,0.5,3.784987072366772,1.892493536183386,0.18339599999999948,0.5
0.6,100.0,85.0,0.0,7.0,1.0,0.8506319999999851,1.0,0.5,4.75827332109652,2.379136660548261,0.1493680000000001,0.5
0.6,100.0,85.0,0.0,7.0,1.0,0.8500819999999848,1.0,0.5,3.8788406395274246,1.939420319763712,0.14991800000000008,0.5
0.6,100.0,85.0,0.0,6.0,0.94,0.8746234042553047,0.94,0.5,2.4135136507103687,1.2067568253551841,0.17785399999999935,0.5
0.6,100.0,85.0,0.0,9.0,0.96,0.8607916666666515,0.96,0.5,4.100635466264439,2.0503177331322195,0.17363999999999957,0.5
0.6,100.0,85.0,0.0,6.0,0.94,0.8695787234042396,0.94,0.5,3.5137351920105355,1.7568675960052678,0.18259599999999954,0.5
0.6,100.0,85.0,0.0,9.0,0.94,0.8519021276595591,0.94,0.5,3.4106330478372007,1.7053165239186006,0.1992119999999995,0.5
0.6,100.0,85.0,0.0,6.0,0.94,0.8664787234042397,0.94,0.5,3.398129378279667,1.6990646891398333,0.18550999999999973,0.5
0.6,100.0,85.0,0.0,5.0,0.94,0.8367659574467932,0.94,0.5,4.2992653768189895,2.1496326884094943,0.21343999999999982,0.5
0.6,100.0,85.0,0.0,6.0,0.98,0.8563040816326375,0.98,0.5,3.9910486722845224,1.9955243361422614,0.16082199999999985,0.5
0.6,100.0,85.0,0.0,4.0,0.98,0.8654591836734539,0.98,0.5,4.35102165471752,2.1755108273587607,0.15185000000000012,0.5
0.6,100.0,85.0,0.0,9.0,0.98,0.8396428571428426,0.98,0.5,4.58785707288868,2.293928536444339,0.1771499999999998,0.5
0.6,100.0,85.0,0.0,8.0,0.94,0.8600234042553038,0.94,0.5,5.1219341287978555,2.560967064398927,0.1915779999999994,0.5
0.6,100.0,85.0,0.0,5.0,0.98,0.849940816326516,0.98,0.5,4.081459880726549,2.0407299403632737,0.16705800000000018,0.5
0.6,100.0,85.0,0.0,9.0,0.96,0.856595833333318,0.96,0.5,4.122879243702841,2.06143962185142,0.177668,0.5
0.6,100.0,85.0,0.0,3.0,0.96,0.8524416666666519,0.96,0.5,4.662771102497653,2.3313855512488266,0.18165599999999962,0.5
0.6,100.0,85.0,0.0,6.0,0.98,0.8513163265305975,0.98,0.5,3.525029913924415,1.7625149569622076,0.1657099999999998,0.5
0.6,100.0,85.0,0.0,9.0,0.96,0.8582333333333185,0.96,0.5,3.539105391427245,1.7695526957136227,0.17609599999999975,0.5
0.6,100.0,85.0,0.0,4.0,0.94,0.8643617021276451,0.94,0.5,3.898875158926835,1.9494375794634171,0.18749999999999964,0.5
0.6,100.0,85.0,0.0,7.0,0.96,0.8564520833333177,0.96,0.5,4.391431060439329,2.1957155302196645,0.17780599999999971,0.5
0.6,100.0,85.0,0.0,5.0,0.96,0.8597979166666511,0.96,0.5,4.516731098957779,2.25836554947889,0.1745939999999998,0.5
0.6,100.0,85.0,0.0,11.0,0.96,0.8326583333333183,0.96,0.47500000000000003,2.1187286608131775,7.415550312846119,0.20064799999999952,3.5
0.6,100.0,85.0,0.0,11.0,0.98,0.8318428571428428,0.98,0.47500000000000003,1.9543967596534084,6.84038865878693,0.1847940000000001,3.5
0.6,100.0,85.0,0.0,11.0,0.96,0.8325645833333177,0.96,0.47500000000000003,2.182875483119875,7.640064190919558,0.20073799999999942,3.5
0.6,100.0,85.0,0.0,9.0,1.0,0.8343179999999848,1.0,0.5,4.098784442647976,2.049392221323988,0.16568200000000022,0.5
0.6,100.0,85.0,0.0,15.0,0.92,0.830545652173898,0.92,0.47500000000000003,1.8662584388886505,6.531904536110275,0.2358979999999988,3.5
0.6,100.0,85.0,0.0,11.0,0.94,0.8043829787233903,0.94,0.47500000000000003,1.544882760295162,5.407089661033065,0.24387999999999901,3.5
0.6,100.0,85.0,0.0,13.0,0.88,0.8224340909090763,0.88,0.47500000000000003,1.8242800285295209,6.384980099853321,0.27625799999999834,3.5
0.6,100.0,85.0,0.0,4.0,0.98,0.8578244897959039,0.98,0.5,4.77941624645013,2.3897081232250645,0.15933199999999997,0.5
0.6,100.0,85.0,0.0,12.0,0.88,0.8333931818181669,0.88,0.47500000000000003,1.7481774871307838,6.118621204957743,0.26661399999999874,3.5
0.6,100.0,85.0,0.0,3.0,0.98,0.8620346938775355,0.98,0.5,4.1978786371511365,2.0989393185755687,0.1552059999999999,0.5
0.6,100.0,85.0,0.0,10.0,0.98,0.8265183673469242,0.98,0.47500000000000003,1.7611785749751783,6.164125012413125,0.19001199999999968,3.5
0.6,100.0,85.0,0.0,11.0,0.92,0.8204347826086815,0.92,0.47500000000000003,2.104033034456329,7.364115620597155,0.24519999999999925,3.5
0.6,100.0,85.0,0.0,7.0,0.92,0.8064086956521593,0.92,0.47500000000000003,1.5548613058242908,5.442014570385019,0.2581039999999989,3.5
0.6,100.0,85.0,0.0,9.0,0.94,0.8667659574467935,0.94,0.5,3.037240858009828,1.5186204290049137,0.18523999999999982,0.5
0.6,100.0,85.0,0.0,14.0,0.98,0.8039999999999855,0.98,0.47500000000000003,2.0875779813880477,7.306522934858167,0.21207999999999963,3.5
0.6,100.0,85.0,0.0,12.0,0.94,0.8384106382978574,0.94,0.47500000000000003,2.170435669244566,7.596524842355984,0.21189399999999942,3.5
0.6,100.0,85.0,0.0,7.0,0.96,0.8713958333333177,0.96,0.5,4.107852553298277,2.0539262766491384,0.16345999999999974,0.5
0.6,100.0,85.0,0.0,10.0,0.9,0.8118888888888749,0.9,0.47500000000000003,1.9192817987028576,6.717486295460003,0.269299999999999,3.5
0.6,100.0,85.0,0.0,14.0,0.9,0.8078533333333187,0.9,0.47500000000000003,1.1953086790929939,4.18358037682548,0.27293199999999884,3.5
0.6,100.0,85.0,0.0,12.0,0.94,0.7988361702127516,0.94,0.47500000000000003,2.1045896616437325,7.366063815753063,0.24909399999999923,3.5
0.6,100.0,85.0,0.0,12.0,0.88,0.8116727272727121,0.88,0.47500000000000003,1.6286596752161329,5.700308863256466,0.28572799999999837,3.5
0.6,100.0,85.0,0.0,9.0,0.96,0.8075041666666524,0.96,0.47500000000000003,1.6360395876192206,5.726138556667272,0.22479599999999927,3.5
0.6,100.0,85.0,0.0,12.0,0.96,0.7948999999999854,0.96,0.47500000000000003,1.746968008101627,6.114388028355695,0.2368959999999995,3.5
0.6,100.0,85.0,0.0,14.0,0.92,0.820556521739116,0.92,0.47500000000000003,1.5841296654236914,5.544453828982918,0.2450879999999991,3.5
0.6,100.0,85.0,0.0,10.0,0.96,0.806820833333319,0.96,0.47500000000000003,2.0448214069667836,7.156874924383741,0.22545199999999935,3.5
0.6,100.0,85.0,0.0,17.0,0.98,0.7876040816326391,0.98,0.47500000000000003,1.5871659410601535,5.555080793710537,0.22814799999999952,3.5
0.6,100.0,85.0,0.0,9.0,0.94,0.8396999999999846,0.94,0.47500000000000003,1.8660464261466452,6.531162491513257,0.2106819999999995,3.5
0.6,100.0,85.0,0.0,12.0,0.96,0.7826812499999863,0.96,0.47500000000000003,1.800005734738909,6.3000200715861805,0.24862599999999957,3.5
0.6,100.0,85.0,0.0,11.0,0.96,0.7956437499999857,0.96,0.47500000000000003,2.295055930176179,8.032695755616626,0.23618199999999936,3.5
0.6,100.0,85.0,0.0,9.0,0.94,0.8290744680850913,0.94,0.47500000000000003,1.8052233861886915,6.318281851660421,0.22066999999999948,3.5
0.6,100.0,85.0,0.0,9.0,1.0,0.8410339999999852,1.0,0.5,3.204081235844227,1.6020406179221143,0.1589660000000002,0.5
0.6,100.0,85.0,0.0,12.0,1.0,0.8115519999999857,1.0,0.47500000000000003,1.4761437273207374,5.16650304562258,0.18844799999999992,3.5
0.6,100.0,85.0,0.0,14.0,0.92,0.8243260869565067,0.92,0.47500000000000003,1.8466215805087824,6.463175531780743,0.24161999999999872,3.5
0.6,100.0,85.0,0.0,16.0,0.96,0.8152916666666523,0.96,0.47500000000000003,1.8679878441273032,6.537957454445561,0.21731999999999949,3.5
0.6,100.0,85.0,0.0,14.0,0.88,0.8353431818181669,0.88,0.47500000000000003,1.636432623434482,5.727514182020689,0.2648979999999985,3.5
0.6,100.0,85.0,0.0,14.0,0.9,0.8257711111110962,0.9,0.47500000000000003,1.3766383929411068,4.8182343752938745,0.2568059999999991,3.5
0.6,100.0,85.0,0.0,8.0,1.0,0.8204319999999854,1.0,0.47500000000000003,2.1123718904009956,7.393301616403483,0.1795680000000001,3.5
0.6,100.0,85.0,0.0,11.0,0.94,0.8063276595744527,0.94,0.47500000000000003,1.9307193055514416,6.757517569430048,0.24205199999999938,3.5
